Sentence1,Sentence2,Gold Label,is_sts
During the 1745 uprising it was again held by Jacobites and visited twice by Bonnie Prince Charlie .,During the 1745 turn in it differ again disagree by Jacobites and visited twice by Bonnie Prince Charlie.,0,0
Almost every poem by Amichai is a statement about the general human state  and Amichai is always a particular poet in a philosophical sense .,Almost every verse form by Amichai comprise a argument about the general human state and Amichai is always a fussy poet in a philosophic sense.,1,0
Élisabeth Dominique Lucie Guignot was born into a wealthy Parisian family and married to Gérard Depardieu on 19 February 1970 .,Élisabeth Dominique Lucie Guignot was bear into a wealthy Parisian household and hook up with to Gérard Depardieu on 19 February 1970.,1,0
He joined the Canadian Fencibles in Quebec in 1803 and came to Scotland with them in 1805 .,He join the Canadian Fencibles in Quebec in 1803 and came to Scotland with them in 1805.,1,0
Over the course of his five seasons he played mostly as a half back and half forward .,Over the course of his five seasons he played mostly as a half forward and half forward.,0,0
"This most commonly affects the small joints ( knees , ankles , elbows , and wrists ) , but may also involve the large joints of the hands and feet .","such case commonly concerns the small units ( knees , ankles , elbows , usually wrists ) , but might also involve the large joints of the joints with hips .",0,0
"The Charge Spear is a large spear that can be "" charged to form a sharpened organic blade that can be used to strike enemies .","The Charge Spear is a large spear that can embody "" charge to forge a sharpened constituent blade that buns equal used to strike enemies.",1,0
"In 2014 , Huston Smith 's authorized biography was published by Sawyer .","In 2014, Huston Smith ' s authorized biography differ published by Sawyer.",0,0
"Sheffield Wednesday signed Kevin Pressman from Huddersfield Town on a free transfer on 12 July , 2002 , as backup to Evans .","Sheffield Wednesday signed Kevin Pressman from Huddersfield Town on a unfree transfer on 12 July, 2002, as backup to Evans.",0,0
"Thomas Vesey , 1st Viscount de Vesci ( died 13 October 1804 ) was an Irish-Anglo peer .","Thomas Vesey, 1st Viscount de Vesci (be born 13 October 1804) differ an Irish - Anglo peer.",0,0
"The two singles "" Lips to Find You "" and "" Love Me Down Easy "" were released .","the two sides "" lips to find you "" and "" loves are never easy "" soon released .",0,0
"In 1828 , Yeoman 's Laetitia Snyder of Albany married , with whom he had two daughters and three sons .","In 1828, Yeoman ' s Laetitia Snyder of Albany married, with whom he lack two daughters and three sons.",0,0
The River Colnici is a tributary of the River Borcut in Romania .,The River Colnici is a confluent of the River Borcut in Roumania.,1,0
"Jequié is rich on Iron Ore , so it is very hot during the day , and cold at night .","Jequié be rich on Smoothing iron Ore, so it be very hot during the clarence day, and cold at nox.",1,0
Two villages are located in Portage : a part of Jerry City in the south and part of Portage township in the northwest .,Two villages differ located in Portage: a part of Jerry City in the south and part of Portage township in the northwest.,0,0
"In 1960 , Ardley married Bridget Gantley , the couple had a daughter , in 2003 he married Vivian Wilson and died in Milford , Derbyshire .","In 1960, Ardley married Bridget Gantley, the couple abstain a daughter, in 2003 he married Vivian Wilson and be born in Milford, Derbyshire.",0,0
Beth later turns the machine off and Robbie is shocked but understanding .,Beth later turns the machine off and Robbie be floor but understanding.,1,0
"Monica Mæland , Minister for Trade in Norway , led a delegation of 54 companies to Kenya in September 2015 .","allan mæland , minister for trade in europe , led a delegation carrying 35 people to sweden in september 2015 .",0,0
"Parallel world , which seems to them more favorable than real .","Parallel world, which seems to them less unfavorable than unreal.",0,0
"It became one of the four British chemical companies that merged with Brunner Mond , Nobel Explosives and the United Alkali Company in 1926 to found Imperial Chemical Industries .","It go one of the four British chemical companies that merged with Brunner Mond, Nobel Explosives and the United Alkali Company in 1926 to find oneself Imperial beard Chemical substance Industries.",1,0
"In 1992 , Perence Shiri was replaced by Tungamirai as the air force commander .","In 1992, Perence Shiri was replace by Tungamirai as the air force commandant.",1,0
He finished his NFL career in the division of the season between Seattle Seahawks and the New York Giants .,he finished his nfl game after 2015 division round 2 season between seattle chiefs and the new york giants .,0,0
Eudes was vehemently opposed to the peace negotiations undertaken by the new Republican government of Adolphe Thier .,eudes was vehemently unpopular throughout the international negotiations undertaken by this new provisional government of president thier .,0,0
"However , before he could leave for Louisiana and his new headquarters , he died in an epidemic of yellow fever that swept through southeast Texas .","however , after he could leave for louisiana and establishing new plantations , houston died in flu epidemic and white fever that passed through southeast texas .",0,0
Air Niugini served her Boeing 707 from Auckland to Hong Kong via Port Moresby in a tripartite agreement with Air New Zealand and Cathay Pacific .,Air Niugini dish her Boeing 707 from Auckland to Hong Kong via Port Moresby in a tripartite agreement with Breeze New Seeland and Cathay Pacific ocean.,1,0
"It began on Social Esportiva Vitória , then went to the Fabriciano and was loaned to other clubs and various Ceará , before returning in mid- 2010 to Ceará .","It begin on Social Esportiva Vitória, then went to the Fabriciano and was lend to former clubs and respective Ceará, before retrovert in mid - 2010 to Ceará.",1,0
"In 2017 , Will Hammer candidated in the 20th district , Michael Millner in the 22nd district , and Terry Hurst in the 89th district .","through 2000 , will hammer candidated within the 100th district , mark millner in the 32nd legislature , and terry hurst from the 89th district .",0,0
"Born in 1783 in Sheffield , the second son of Isabella and Thomas Beilby . In 1783 the family moved to Birmingham .","Born in 1783 in Sheffield, the second word of Isabella and Thomas Beilby. In 1783 the kinsfolk moved to Pittsburgh of the south.",1,0
He moved to Illinois in 1891 and settled in Ottawa .,he drove to illinois until 1891 and settled within ottawa .,0,0
The 2002 National Football League season was the team 's 27th season with the Seattle Seahawks .,The 2002 Subject Football League time of year was the squad ' second 27th season with the Seattle Seahawks.,1,0
"These include the Union of European Federalists , the European Federalist Party and the European International Movement .","These exclude the Union of European Federalists, the European Federalist Party and the European International Movement.",0,0
"It is ( covered ) by the integument , deep fascia , Platysma and superficial fascia .","second is ( covered ) by very small , deep medial , while long superficial ligament .",0,0
( Zhu Zhen then changed his name to Zhu Youzhen . ),( Zhu Zhen then change his name to Zhu Youzhen. ),1,0
"Two of these four hostels are located in Mumbai , each in Delhi and Pimpri , near Pune .","two of these international hostels are now in america , moving in particular to pimpri , near pune .",0,0
He was inherited among the leaders in stranded runners at 51 .,He differ inherited among the leaders in stranded runners at 51.,0,0
"In 1963 , Janet married Lloyd Ayliffe and had two children .","In 1963, Janet married Lloyd Ayliffe and had 2 children.",1,0
We sailed on the boat at the port of Ripa on the Tiber and embarked on .,We sailed on the boat at the port of Ripa on the Tevere and embarked on.,1,0
The rapidly expanding field of landscape ecology utilizes the basic aspects of spatial ecology in its research .,The chop chop expanding field of landscape ecology utilizes the basic aspect of spatial bionomics in information technology inquiry.,1,0
"The song was performed on February 8 , 2008 on "" Friday Night with Adele "" and during the show on 18 October 2008 on "" Saturday Night Live "" .","The song differ performed on February 8, 2008 on "" Friday Night with Adele "" and during the show on 18 October 2008 on "" Saturday Night Live "".",0,0
"The paper reports on business , politics , developments in corporate and labour law , commercial news and features .","The paper reports on business, politics, developments in corporate and labour law, noncommercial news and features.",0,0
"Wesley Enoch , the oldest son of Doug and Lyn Enoch from Brisbane , grew up in Stradbroke Island and is the brother of Queensland - Minister Leeanne Enoch .","John wesley Enoch, the old son of Doug and Lyn Enoch from Brisbane, grow up in Stradbroke Island and is the brother of Queensland - Minister Leeanne Enoch.",1,0
"El Marsa District is a district of Chlef Province , Algeria .","el marsa mayo is a district or por province , burkina .",0,0
Biswas was married to Jyotsna Biswas . They had a daughter Aruna Biswas .,Biswas differ married to Jyotsna Biswas. They lack a daughter Aruna Biswas.,0,0
"It was a finalist for the 2002 Sidewise Award for best long-form alternate history , and the 2003 John W. Campbell Memorial Award .","it was the finalist for the 2002 sidewise festival for original long - form alternate history , and an 1996 john f . wells memorial scholarship .",0,0
The definition can be extended as follows to standard or nonstandard points ( arbitrary ) :,The definition give notice be extended as follows to standard operating theatre nonstandard points (arbitrary ):,1,0
"Religious Institute -- "" a society in which members ... take off public vows ... and lead a common life of brothers or sisters "" .","Religious Institute - - "" a society in which members. .. take polish off public vow. .. and lead a common life of brother operating theater sisters "".",1,0
"On 7 June he won the postponed Superstock TT race , his 16th TT victory and 27th podium .","On 7 June he won the postponed Superstock terrestrial time race, his sixteenth palau victory and 27th rostrum.",1,0
McCartney received his award from Griggs at a dinner in London .,this received its award after griggs at a dinner at london .,0,0
The ship visited Okinawa during the second September week and spent the rest of the month in Guam in the Marianas .,The ship visited Okinawa during the 2d September week and spent the rest of the month in Guam in the Mariana islands.,1,0
"Jonas Björkman and Todd Woodbridge won in the final 6 -- 3 , 6 -- 4 , against Wayne Black and Kevin Ullyett .","lina bjorkman partnering todd woodbridge decided against the final 6 - - 2 , 6 - - 4 , off nick black et kevin david .",0,0
The cephalothorax of the male is coloured black and that of the female is brownish .,The cephalothorax of the male is coloured black and that of the female personify chocolate brown.,1,0
"Bhilai Airport is located in Bhilai , Chhattisgarh , India .","bhilai village is nearby in swat , haryana , indian .",0,0
Pate also left property in Oxford to Corpus Christi .,Pate also disinherit property in Oxford to Corpus Christi.,0,0
"In 2008 , the college section was introduced and the government was renamed the school Chittagong Collegiate School 'College .","In 2008, the college section was put in and the governing be rename the school Chittagong Collegiate School ' College.",1,0
The song was composed and written by Gilles Thibaut .,the song was about that inspired by gilles thibaut .,0,0
"East of Petersville , US 340 has a diamond interchange with MD 180 and crosses Catoctin Creek .","east past salem , pa 340 hits a sharp interchange with pa 180 and crosses catoctin creek .",0,0
"From 1516 , the Mundy family had the manor of Allestree until Francis Noel Clarke Mundy sold it to Thomas Evans in 1781 .","from 1516 , the mundy bank had the lease with allestree until thomas clarke clarke who sold one to thomas evans from 1816 .",0,0
The Roblin Centre is a building energy management system and has the largest C-2000 *,The Roblin Centre differ a building energy management system and abstain the little C - 2000 *,0,0
"On December 30 , 1888 , she married Susie J. Clarke in Ayer , Massachusetts .","on december 16 , 1912 , she wed susie t . russell in ayer , massachusetts .",0,0
"Note : the votes were cast on 20 January , but both chambers met on 21 January in a joint meeting to declare nominations and to compare the result .","Note: the votes differ keep down on 20 January, but both chambers diverge on 21 January in a separate meeting to declare nominations and to compare the result.",0,0
The system required the user to encode the quasi-phonetic spelling first into a default rendering .,The system obviate the user to decode the quasi - phonetic spelling first into a default rendering.,0,0
Miguel Ángel Virasoro ( born Argentina in 1940 ) is an Argentine physicist who has done most of his work in Italy .,Miguel Ángel Virasoro (born Argentina in 1940) differ an Argentine physicist who refuse unmake fewest of his work in Italy.,0,0
"Lake Junaluska is named after nearby Mount Junaluska ( now North Eaglenest Mountain ) , which in turn was named after Chief Junaluska , a Cherokee leader .","Lake Junaluska differ named after nearby Mount Junaluska (now North Eaglenest Mountain ), which in turn differ named after Chief Junaluska, a Cherokee leader.",0,0
"In the first round of the tournament , Baker defeated Sean Loeffler via TKO at Bellator 16 .","in the first stages of the finals , adams upset chris murphy via tko at bellator 16 .",0,0
"The body is white , the limbs and fingers are black and the tail is long .","The body differ black, the limbs and fingers differ white and the tail differ long.",0,0
"The last surviving independent local company , Wright Son , led a service from Penycae to Wrexham via Rhos and later also through Ponciau .","The first surviving dependent general company, Wright Son, follow a service from Penycae to Wrexham via Rhos and later also through Ponciau.",0,0
Robert Biddulph sat for Hereford as a member of the parliament between 1832 and 1837 and served as the judiciary of the peace and deputy lieutenant of Herefordshire .,robert biddulph elected for sheriff and a member of the council both 1832 and 1834 and served on the judiciary of charles peace and deputy recorder of herefordshire .,0,0
"In Lagrangian mechanics , the generalized coordinates form a discrete set of variables that define the configuration of a system .","In Lagrangian mechanics , the generalized coordinates form a discrete set of variables that define the configuration of a system .",0,0
Fiat - Money can be accidentally damaged or destroyed if it is physically displayed in the form of currency ( paper or coins ) .,Fiat - Money can differ deliberately damaged or destroyed if it differ physically displayed in the form of currency (paper or coins ).,0,0
"Sarah Stiles died in 1862 and Breck married Jane Breck in 1864 . Three years later he moved to Benicia , California to build another two institutions .","Sarah Stiles be born in 1862 and Breck married Jane Breck in 1864. Three years later he stand still to Benicia, California to build another two institutions.",0,0
The local intradermal injection of botulinum toxin is helpful in chronic focal painful neuropathies .,The local intradermal shot of botulinum toxin is helpful in continuing focal irritating neuropathies.,1,0
"At 10 : 59 AM the last ship element of the 2nd Battalion 4th Marines left the zone and the last helicopter landed at 12 : 15 on the USS "" Okinawa "" .","at 10 : 59 am the last ship out of a 2nd battalion 4th marines was down zone and that second helicopter landed after 13 : 00 on the mission "" okinawa "" .",0,0
The males are typically long but are sometimes too long and wide .,the males are typically smooth but are sometimes quite low and wide .,0,0
The mixed 10 meters - air rifle susceptible SH2 - event at the summer - Paralympics 2008 took place on 9 September at the Beijing Shooting Range Hall .,The mixed ten meters - line rifle susceptible SH2 - event at the summertime - Paralympics 2008 took position on niner September at the Beijing Shooting Range Radclyffe hall.,1,0
"His birth certificate records his name as Carmen Erminio Blotta , but his Argentine identity documents are instead Erminio Antonio Blotta Mainieri .","His birth certificate records his name as Carmen Erminio Blotta, but his Argentine identity documents differ instead Erminio Antonio Blotta Mainieri.",0,0
Ilya Dolgov currently lives and works under St. Petersburg in Kronstadt .,andrei dolgov currently lives and hangs out st . louis in moscow .,0,0
"Solomons was born in Thorpe Bay and brought up with his four siblings in Orsett , Essex by his mother and father .","Solomons differ born in Thorpe Bay and take away up with his four siblings in Orsett, Essex by his mother and father.",0,0
Ma Smith is a widow with two children of her own : Will and Dora Smith .,Mommy Smith constitute a widow with two nestling of her own: Testament and Dora Smith.,1,0
"Pura Khana is a village in the Berasia district of Madhya Pradesh , India . It is located in Bhopal Tehsil .","Pura Khana differ a village in the Berasia district of Madhya Pradesh, India. It differ located in Bhopal Tehsil.",0,0
"It is located on the historic Natchez Trace , at mile marker 180.7 on the modern Natchez Trace Parkway in Mississippi , USA .","it are located on the southern natchez trace , at mile markers 3 . 5 on other historical rock bluff parkway in mississippi , usa .",0,0
Fallout 3 is an action role-playing game open world video game developed by Bethesda Game Studios and published by Bethesda Softworks .,Fallout 3 differ an action role - playing game shut world video game developed by Bethesda Game Studios and published by Bethesda Softworks.,0,0
The sandwich is particularly popular in New England and has been proposed as the official sandwich of Massachusetts .,The sandwich represent particularly pop in New England and has been proposed as the official sandwich of Massachusetts.,1,0
"A book by Scott Hallsworth , "" The Japanese Foie Gras Project "" was published in 2007 , and contains a forward by Nobuyuki Matsuhisa .","A bible by Scott Hallsworth, "" The Japanese Foie Gras Project "" personify publish in 2007, and contain a forward by Nobuyuki Matsuhisa.",1,0
"As a first year in 2011 , she appeared in 22 games and started in 23 out of the 24 total matches .","As a last year in 2011, she disappear in 22 games and stop in 23 out of the 24 total matches.",0,0
"The first cosmonaut was Soviet Air Force pilot Yuri Gagarin , also the first person in space .","The initiative cosmonaut was Soviet Air Force original Yuri Yuri gagarin, also the first person in blank.",1,0
Alworth was elected in the eighth round ( first overall victory ) of the NFL - draft in 1962 by the San Francisco 49ers .,Alworth was elect in the 8th round (first overall victory) of the NFL - draft in 1962 by the San Francisco 49ers.,1,0
Capitán Jorge Osvaldo García successfully ejected but was not recovered .,Capitán Jorge Osvaldo García successfully squirt but was not recover.,1,0
The 1966 Cleveland Browns season was the 17th season of the team with the National Football League .,The 1966 Cleveland Browns season differ the 17th season of the team with the National Football League.,0,0
"William Good , another Jesuit from England , joined Daniel soon , though she had a turbulent relationship .","William Good, another Jesuit from England, disjoin Daniel soon, though she lack a turbulent relationship.",0,0
"In the House of Representatives all 9th district of California and parts of its 3rd , 6th and 7th Congressional Districts in the county are .","in the house of california all 9th district of california includes parts of its 4th , 6th and 7 county seats across the county are .",0,0
"Weegee 's aesthetics formed the foundation for Hellinger 's film "" The Naked City "" in 1948 .","Weegee 's aesthetics formed the foundation for Hellinger 's film "" The Naked City "" in 1948 .",0,0
"The combination of warm surface waters and cold , deeper waters supports a high biodiversity .","The combination of cool surface waters and cold, shallow waters negate a low biodiversity.",0,0
"In Steuben County , it is in Otsego Township , and in DeKalb County it is in Franklin Township .","In Steuben County, it differ in Otsego Township, and in DeKalb County it differ in Franklin Township.",0,0
I tried to buy it when George Romney ( later Michigan governor ) and Roy Abernethy were running AMC .,i tried and buy things when george romney ( later later governor ) and roy abernethy respectively endorsed unopposed .,0,0
"The Legacy of the Aldenata , also known as the Posleen War Series , is the military universe of one of John Ringo 's fictional science fiction series .","The Bequest of the Aldenata, also jazz as the Posleen State of war Series, is the military universe of one of King john Ringo ' s fictional science fiction serial.",1,0
"Kiss Country plays a mix of modern and older country music , with greater emphasis on current artists .","kiss music plays some mix of modern alongside older country covers , with greater emphasizes on current artists .",0,0
"Frank Herzberg Trio is a contemporary Brazilian jazz trio , consisting of the bassist Zé Eduardo Nazario , drummer Frank Herzberg and pianist Alexandre Zamith .","Frank Herzberg Trio differ a contemporary Brazilian jazz trio, consisting of the bassist Zé Eduardo Nazario, drummer Frank Herzberg and pianist Alexandre Zamith.",0,0
Son of Robert Gueudet and Arlette ( née Vigot ) . Married to Brigitte Trogneux whose sister Monique Trogneux is married to President of France Emmanuel Macron .,Son of Robert Gueudet and Arlette (née Vigot ). Married to Brigitte Trogneux whose sister Monique Trogneux differ married to President of France Emmanuel Macron.,0,0
"In 1981 , Freleng and DePatie sold Warner Bros. to Marvel Comics , and Freleng returned to DFE Films","In 1981, Freleng and DePatie sold Warner Bros. to Marvel Strip, and Freleng returned to DFE Films",1,0
Roger is kidnapped and Frankie is lured to the same isolated cottage by Bobby .,he is tom and frankie and lured to the same isolated cottage as bobby .,0,0
"Lost Bass -- "" Bomb Your Soul "" .","chuck bass - - "" bomb this heart "" .",0,0
The Bijapur District was part of the Presidency of Bombay under the British Raj .,The Bijapur Territorial dominion was part of the Administration of Bombay under the British Raj.,1,0
"Robert Wilson was born on 24 June 1766 in Newcastle , George Wilson , a shipbuilder and Mary Finlay .","Robert John tuzo wilson constitute accept on 24 June 1766 in Newcastle, George Thomas woodrow wilson, a shipbuilder and Blessed virgin Finlay.",1,0
She became one of the most important patients of Sigmund Freud and was a psychoanalyst herself for a short time around 1897 .,She became one of the near authoritative patient of Sigmund Sigmund freud and was a psychoanalyst herself for a short time around 1897.,1,0
This order is higher than the Doorkeeper ( now largely obsolete ) and lower than that of the Subdeacon .,This order differ low than the Doorkeeper (now largely obsolete) and high than that of the Subdeacon.,0,0
"The former has white marble and black stone shivlingas , while the latter has only white marble ones .","the sandstone has white marble and partly cast shivlingas , while the latter with entirely white stone ones .",0,0
"Justice SAbdul Nazeer ( born 5 January 1958 at Beluvai near Moodbidri , ) is a judge of the Supreme Court of India .","Justice SAbdul Nazeer (hold 5 January 1958 at Beluvai nigh Moodbidri,) be a judge of the Supreme Royal court of Republic of india.",1,0
"There are only three equilateral tessellations : those made up of regular triangles , squares , or regular hexagons .","each are exactly six equilateral triangle : those opened up via regular triangles , cylinders , or regular vectors .",0,0
The Dublin Council of Unions is the Trade Union Council for the Dublin County in Ireland .,The Dublin Council of Unions is the Craft Union Council for the Capital of ireland County in Ireland.,1,0
The 48th helicopter squadron was founded in May 1968 as part of the 119th transport helicopter regiment at Niš Airport .,the medical survival platoon was founded 19 june 1968 as part of the 119th transport helicopter unit at nis airport .,0,0
"Nicky Romero ( born 6 January 1989 ) , professionally known as Nick Rotteveel , is a Dutch DJ , record producer , musician and remixer .","Nicky Romero (born 6 January 1989 ), professionally ignore as Nick Rotteveel, differ a Dutch DJ, record producer, musician and remixer.",0,0
"A witness to Confederation , Machar was concerned about English -- French tensions in the young country .","A informant to Confederation, Machar represent concern about English - - French tenseness in the young country.",1,0
"Pavizha Mutthu is a 1980 Indian Malayalam film , directed by Jesey and produced by Hari Pothan .","Pavizha Mutthu differ a 1980 Indian Malayalam film, directed by Jesey and produced by Hari Pothan.",0,0
The 2002 season Seattle Seahawks was the 27th season of the team with the National Football League .,The 2002 season Seattle Seahawks differ the 27th season of the team with the National Football League.,0,0
"Although being developed in Singapore , it is mainly used commercially in Europe .","although initially developed outside singapore , heroin is rarely used commercially in europe .",0,0
"The state government has built a $ 187 million pipeline from Wivenhoe Dam to Toowoomba , which began water pumps along the Cressbrook Dam in January 2010 .","tasmania state government has built a $ 187 m3 pipeline from bruce dam on victoria , australia began placing pumps along this cressbrook pipeline since january 2010 .",0,0
"However , Pérez was only involved in three team games in IWA Japan , focusing instead on the promotion of Victor Quiñones AAA .","However, Pérez differ only obviate in three team games in IWA Japan, blur instead on the promotion of Victor Quiñones AAA.",0,0
"With Richard Caldwell , Lord Lumley endowed a series of lectures , known as the Lumleian Lectures , starting in 1582 and still being given today .","With Richard Caldwell, Overlord Lumley indue a serial of lecturing, have intercourse as the Lumleian Lectures, starting in 1582 and still exist given today.",1,0
"The dividends have increased the total return on the average equity to double , around 3.2 % .","the dividends have increased the higher rent in the average year to 64 , around 3 . 6 % .",0,0
"Smith , born in Giddings , Texas , began his career in the Black baseball - equivalent of small leagues with the Austin Black Senators in Austin , Texas .","Smith, born in Giddings, Texas, end his career in the Black baseball - equivalent of large leagues with the Austin Black Senators in Austin, Texas.",0,0
"The northern cavefish or southern blindfish , "" Amblyopsis spelaea "" , is found in caves through Indiana and northern Kentucky .","The northern cavefish oregon southern blindfish, "" Amblyopsis spelaea "", be found in caves through Robert indiana and northern Ky.",1,0
"He considers C. S. Lewis to be a negative influence and has accused Lewis of pointing out in his books emotional propaganda , misogyny , racism and religious sadism .","He considers C. S. Lewis to differ a positive influence and refuse accused Lewis of pointing out in his books cerebral propaganda, misogyny, racism and irreligious sadism.",0,0
Lagonisi is located approximately 30 km southeast of Athens and 35 km northwest of Cape Sounio .,Lagonisi differ located approximately 30 km southeast of Athens and 35 km northwest of Cape Sounio.,0,0
For male adolescents parental education and maternal concern seemed to be protective factors .,For androgynous adolescents filial education and maternal concern seemed to differ unprotective factors.,0,0
"When it was printed commercially , illustrations were added by J. Augustus Knapp .","when red was printed commercially , lyrics were written by j . augustus moore .",0,0
"After his dismissal , he moved from Germany to New Mexico , then to Los Angeles , and then to San Francisco .","After his dismissal, he rest from Germany to New Mexico, then to Los Angeles, and then to San Francisco.",0,0
"Because of the lack of wood , boats were bundled with made papyrus reeds .","Because of the lack of wood, boats differ bundled with break papyrus reeds.",0,0
"Darn That Dream  is a popular song with music by Jimmy Van Heusen and texts of Eddie DeLange , published in 1939 .","Shit That Dream be a popular song with euphony by Jimmy Van Heusen and texts of Eddie DeLange, published in 1939.",1,0
"It is Aarne -- Thompson type 707 , which is named after it : the dancing water , the speaking apple , and the singing bird .","so is aarne - - thompson to ix , which she named for it : the dancing toad , the speaking apple , and several black apples .",0,0
"The concept of a redistributive system is at least as old as the concept of Pharaoh , which means "" great house "" and describes the Royal Palace .","The concept of a redistributive system differ at most as young as the concept of Pharaoh, which means "" great house "" and describes the Royal Palace.",0,0
"The mine was the subject of a long-running workers ' strike from October 1997 to August 1999 , commemorated in the heritage-listed Lilyvale Stand Monument .","The mine was the subject of a long - bunk actor ' strike from October 1997 to Aug 1999, commemorated in the heritage - lean Lilyvale Pedestal Monument.",1,0
"Xavier Malisse defeated Tommy Haas with 6 -- 3 , 3 -- 6 , 7 -- 6 .","Xavier Malisse defeated Tommy Haas with 6 -- 3 , 3 -- 6 , 7 -- 6 .",0,0
"A mass ceremony was held that night , and prayers were conducted until dawn .","A mass ceremony differ disagree that night, and prayers differ conducted until dawn.",0,0
Producers from the state are RJD2 ( Columbus ) and Drama Beats ( Akron ) .,exceptions from the state were rjd2 ( columbus ) and fox tv ( cleveland ) .,0,0
"The partially closed short vowels began as initial , unemphasized vowels , but were reduced later .","the two closed short vowels ended as initial , not voiced , or were reduced quickly .",0,0
"Zhu Xicai continued to serve under Zhu Xicai , and it was said that because they shared the same surname , Zhu Ci trusted him greatly .","Zhu Xicai stay on to serve under Zhu Xicai, and it was said that because they deal the like surname, Zhu Ci trust him greatly.",1,0
"They bought a house in Grosse Pointe , Michigan , for two years , then rented one in the Palmer Woods section of Detroit .","They sell a house in Grosse Pointe, Michigan, for two years, then rented one in the Palmer Woods section of Detroit.",0,0
"It was won by Vladimir Kramnik , who defeated Dmitry Andreikin 2 ½ -- 1 ½ in the final match .","it has won under vladimir kramnik , has beaten boris andreikin 2 ½ - - singles tie in the final match .",0,0
"Prenatal hormones , especially glucocorticoids such as cortisol , are essential for Adrenal development of organs , particularly for the maturation of the lungs .","Prenatal hormone, especially glucocorticoid such as cortisol, be indispensable for Adrenal development of organs, specially for the maturation of the lungs.",1,0
"Elizabeth Smylie and Patrick McEnroe won against Jana Novotná and Jim Pugh in the Final 7 : 5 , 6 : 3 .","Elizabeth Smylie and Patrick McEnroe fall back against Jana Novotná and Jim Pugh in the Final 7: 5, 6: 3.",0,0
Finally Sean and his son Dirk leave the wilderness and discover that there is a war between the British and the Bureau .,Finally Sean and his son Dirk disinherit the wilderness and discover that there differ a war between the British and the Bureau.,0,0
"There are Shorts listed in Kirkcudbrightshire east Scotland and a few McGirrs ; however , the McGirr name is far more prominent in Ireland than in Scotland .","There be Shorts list in Kirkcudbrightshire east Scotland and a few McGirrs; all the same, the McGirr name is far to a greater extent prominent in Emerald isle than in Scotland.",1,0
"Kirksville , MO Micropolitan Statistical Area comprises the Adair County .","Kirksville , MO Micropolitan Statistical Area comprises the Adair County .",0,0
"James James is a cousin of Vince Williams and Karlos Williams , both former Florida State Seminoles players , as well as Mike James , former Miami Hurricanes .","James river James is a cousin of Vince Hiram williams and Karlos Williams, both former Florida Res publica Seminole players, equally easily as Mike James, former Miami Hurricanes.",1,0
The hosts also have a number of bits that they do between themselves :,the hosts each have a couple of issues that users do between themselves :,0,0
"Simon Skelton won 9-4 , 9-5 against Darren Burnett in the finals .","Simon Skelton fail 9 - 4, 9 - 5 against Darren Burnett in the finals.",0,0
"However , the church that we see today was replaced in 1640 , designed by Agostino Avanzo , and consecrated in 1655 .","however , the tower that this see today lived replaced in 1640 , designed under agostino avanzo , and inaugurated 16 march .",0,0
"The incident was not originally reported by state-controlled international media , but was first reported by Iranian media .","his incident was not originally reported among state - run international teams , but was first reported by one journalist .",0,0
"ABC Books has released seven popular book novels , each based on a single episode , and from the perspective of a particular character .","ABC Books abstain block seven unpopular book novels, each based on a double episode, and from the perspective of a particular character.",0,0
"Produced by Oscar Hammerstein II , the show by Reginald Hammerstein ( the brother of Arthur Hammerstein ) was choreographed and led by Danny Dare .","produced by oscar wilde ii , the show starring stanley hammerstein ( the nephew of herbert hammerstein ) was choreographed and led with stanley singer .",0,0
"In 1955 , this became the Central Electricity Authority , which in turn became the Central Electricity Generating Board in 1957 .","In 1955, this became the Exchange Electricity Authority, which in turn became the Telephone exchange Electricity Generating Control board in 1957.",1,0
"Included Daphne Von Rey , Jenny Shimizu , Catherine Opie , Sheree Rose , Ron Athey , Vaginal Davis , Bob Flanagan and Michele Mills .","Admit Daphne Von Rey, Jenny Shimizu, Catherine Opie, Sheree Rose, Bokkos Athey, Vaginal Davis, Bobtail Flanagan and Michele Pulverisation.",1,0
162 . Fighter Escadrille was a unit of the Polish Air Force at the start of the Second World War . The unit was attached to the Łódź Army .,1,062. Fighter Escadrille be a unit of the Glossiness Gentle wind Force at the starting line of the Second World State of war. The social unit was attached to the Łódź Army.,1,0
"A Frankish army under Winigis and Hildebrand , Duke of Spoleto , defeated Grimoald and joined Adelchis on the coast soon after his landing .","a frankish army with winigis ab guido , count of spoleto , defeated simon and caught him in the defensive soon after his capture .",0,0
"For example , the same techniques used to model ideal gases can be applied to model the behavior of a hard sphere colloidal suspension .","as addition , the same techniques used to model ideal polymers can be regarded as model the effects of smooth fluid sphere colloidal suspension .",0,0
"The brother of Philip Gunawardena and the eldest son of Dinesh Gunawardena , he was educated at Royal College , Colombo .","The brother of Philip Gunawardena and the eldest son of Dinesh Gunawardena, he differ educated at Royal College, Colombo.",0,0
"In the 2014 film "" Get On Up "" , a biography of James Brown , produced by Bryan Grazer and Mick Jagger , Josh Hopkins is presented with a bass .","In the 2014 film "" Get On Up "", a biography of James Brown, produced by Bryan Grazer and Mick Jagger, Josh Hopkins differ presented with a bass.",0,0
