Sentence1,Sentence2,Gold Label
But there is no mention of the economic recovery or the creation of wealth during his administration.,But there is no mention of the economical recovery or the creation of wealth during his administration .,1
Walker said he expects that the president's budget will include a request for three percent to five percent budget increases for NASA for each of the next five years.,Walker said he expects that the president 's budget will include a request for three percent to five percent budget increases for NASA for each of the following five years .,1
"Shares in BA were down 1.5 percent at 168 pence by 1420 GMT, off a low of 164p, in a slightly stronger overall London market.","Shares in BA were down 1.5 percent at 168 pence by 1420 GMT , off a low of 164p , in a more or less stronger boilers suit London market .",1
"Amnesty International has said that over the past 20 years it has collected information about 17,000 disappearances in Iraq but the actual figure may be much higher.","Amnesty International has said that over the by 20 years it has collected information about 17,000 disappearances in Iraq but the factual figure may be a great deal higher .",1
Both have said they are willing to take the slim chance of success for the opportunity to lead separate lives.,Both have said they are bequeath to take the melt off chance of success for the opportunity to lead freestanding lives .,1
She had been critically ill after May 7 surgery to replace a heart valve.,She had been critically complaint after May 7 surgery to replace a heart valve .,1
The BlueCore3-Multimedia includes a 16-bit stereo audio CODEC with dual ADC and DAC for stereo audio.,The BlueCore3-Multimedia includes a 16-bit stereo audio CODEC with two fold ADC and DAC for stereo audio .,1
"Stewart said the ring was most likely a work in progress, and that weak links such as being tied to a single server will be eliminated over time.","Stewart said the ring was most in all probability a work in progress , and that debile links such as being tied to a ace server will be eliminated over time .",1
It will also give Microsoft an opportunity to comment on remedies proposed by the Commission.,It will besides give Microsoft an opportunity to comment on remedies proposed by the Commission .,1
The State Court of Appeals did not explain the reason for keeping the lower court's unanimous opinion from July.,The State Court of Appeals did not explain the reason for keeping the lower court 's solid opinion from July .,1
"While the day's trading was lackluster, the Standard & Poor's 500 index was preparing to close out its best three-month period since the fourth quarter of 1998.","While the day 's trading was lustreless , the Standard & Poor 's 500 index was preparing to close out its best three-month period since the fourth part quarter of 1998 .",1
"Powell changed the story earlier this year, telling officers that Hoffa's body was buried at his former home, where the aboveground pool now sits.","Powell changed the story earlier this year , telling officers that Hoffa 's body was buried at his sometime home , where the aboveground pool now sits .",1
"Meantime, the Direct Marketing Association said its members should not call the nearly 51 million numbers on the list.","meantime , the Direct Marketing Association said its members should not call the intimately 51 million numbers on the list .",1
"Stock futures were trading lower early on Thursday, below fair value, pointing to a lower open.","Stock futures were trading lower other on Thursday , below evenhandedly value , pointing to a lower subject .",1
"Taiwan reported 22 new cases, for a total of 360 with 13 deaths.","Taiwan reported 22 newly cases , for a total of 360 with 13 deaths .",1
Bladder cancer is the fourth most common cancer in American men and the eighth in women.,Bladder cancer is the twenty five percent most commons cancer in american english men and the eighth in women .,1
"Above that, seniors would be responsible for 100 percent of drug costs until the out-of-pocket total reaches $3,600.","Above that , seniors would be creditworthy for 100 percent of drug costs until the out of pocket total reaches $ 3,600 .",1
Spitzer was among a group of federal and state regulators who negotiated a $1.4 billion settlement with 10 brokerage houses to settle investigations of analyst conflicts of interest.,Spitzer was among a group of union and state regulators who negotiated a $ 1.4 billion settlement with 10 brokerage houses to settle investigations of analyst conflicts of interest .,1
"Crohn's disease causes inflammation of the intestine and symptoms include diarrhea, pain, weight loss and tiredness.","Crohn 's disease causes inflammation of the intestine and symptoms include diarrhea , pain , slant loss and tiredness .",1
"The three men have pleaded not guilty and their lawyers have asked the High Court to dismiss the charges, saying the state has failed to present a solid case.","The three men have pleaded not hangdog and their lawyers have asked the High Court to dismiss the charges , saying the state has failed to present a substantial case .",1
"A Florida grand jury investigating pharmaceutical wholesalers indicted 19 people on charges of peddling bogus or diluted medications often prescribed for cancer and AIDS patients, authorities said yesterday.","A Florida heroic jury investigating pharmaceutic wholesalers indicted 19 people on charges of peddling bogus or stretch medications oft prescribed for cancer and AIDS patients , authorities said yesterday .",1
The Bush administration's hope is that by increasing the efficiency of older power plants -- especially coal -- more power can be produced more cheaply.,The Bush administration 's hope is that by increasing the efficiency of older power plants -- specially coal -- more power can be produced more cheaply .,1
"The Dow Jones industrial average .DJI was off 58.69 points, or 0.64 percent, at 9,137.86.","The Dow Jones industrial median .DJI was off 58.69 points , or 0.64 percent , at 9,137.86 .",1
"His chief lawyer, Mahendradatta, said Bashir was mentally prepared for a heavy sentencing demand and felt the Marriott bombing would affect the decision.","His chief lawyer , Mahendradatta , said Bashir was mentally set for a large sentencing demand and felt the Marriott bombing would affect the decision .",1
"The new Mobile AMD Athlon 64 processors are numbered 3200+, 3000+ and 2800+.","The young Mobile AMD Athlon 64 processors are numerate 3200+ , 3000+ and 2800+ .",1
"The main psychologist, Dwight Close, referred questions to an agency spokeswoman, who said she wouldn't comment on personnel issues.","The primary psychologist , Dwight Close , referred questions to an agency spokeswoman , who said she would n't comment on personnel issues .",1
"The survey also found that more executives feel that current economic conditions have improved, at 35 per cent compared to 15 per cent in the first quarter.","The survey too found that more executives feel that flow economical conditions have improved , at 35 per cent compared to 15 per cent in the low quarter .",1
"It has sought observer status for seven years, but was again rebuffed May 19 at the annual WHO conference in Geneva.","It has sought observer status for seven years , but was again repulse May 19 at the yearbook WHO conference in Geneva .",1
"And it's not in the regular season, but right now,"" Babcock said.","And it 's not in the habitue season , but right field now , '' Babcock said .",1
"""I would like the FCC to start all over again,"" said Sen. Kay Bailey Hutchison, R-Texas, who expressed concern about ""potentially dangerous"" newspaper-broadcast combinations.","`` I would like the FCC to start all over again , '' said Sen. Kay Bailey Hutchison , R-Texas , who expressed concern about `` potentially grave '' newspaper-broadcast combinations .",1
"Dave Tomlin, AP's assistant general counsel, said the parties are deciding whether to appeal the order.","Dave Tomlin , AP 's adjunct full general counsel , said the parties are deciding whether to appeal the order .",1
"But if their circulatory systems are not properly separated, it could kill them, doctors say.","But if their circulatory systems are not in good order separated , it could kill them , doctors say .",1
A key player in former state Treasurer Paul Silvester's corruption scheme testified on Tuesday about kickbacks and bribes Silvester traded for state business.,A primal player in late state Treasurer Paul Silvester 's corruption scheme testified on Tuesday about kickbacks and bribes Silvester traded for state business .,1
"Total shipments reached 19.5 million units last year, compared with 8.9 million units in 2001.","summate shipments reached 19.5 million units hold out year , compared with 8.9 million units in 2001 .",1
"Hussein's other son, Uday, surrendered yesterday, but the Americans are keeping it quiet because he's a US agent.","Hussein 's other son , Uday , surrendered yesterday , but the Americans are keeping it tranquility because he 's a the states agent .",1
"On Sunday, a U.S. soldier was killed and another injured when a munitions dump they were guarding exploded in southern Iraq.","On Sunday , a U.S. soldier was killed and another injured when a munitions dump they were guarding exploded in southerly Iraq .",1
The new name will be Terrorism Information Awareness.,The fresh name will be Terrorism Information Awareness .,1
"Last year, there were shortages of shots for diphtheria-tetanus-whooping cough, measles-mumps-rubella, pneumococcal disease, tetanus and chicken pox nationally.","concluding year , there were shortages of shots for diphtheria-tetanus-whooping cough , measles-mumps-rubella , pneumococcal disease , tetanus and chicken pox nationwide .",1
"Heather, 35, who lost a leg in a road accident, is thought to have steel plates fitted in her hips, which would make natural childbirth impossible.","Heather , 35 , who lost a leg in a road accident , is thought to have steel plates fitted in her hips , which would make cancel childbirth unacceptable .",1
"Republicans had pledged to complete a Medicare drug package by August, then extended the deadline to Oct. 17, and they are still working on it.","Republicans had pledged to complete a Medicare drug package by August , then extended the deadline to Oct. 17 , and they are placid working on it .",1
"However, other unions including the powerful CGT remained opposed to the reform and demanded the government begin fresh negotiations with them.","still , other unions including the mighty CGT remained opposed to the reform and demanded the government begin wise negotiations with them .",1
As part of a restructuring Peregrine sold its Remedy help desk software unit last year to BMC Software Inc.,As part of a restructuring Peregrine sold its Remedy help desk software unit cobblers last year to BMC Software Inc .,1
"Klarman was arrested by FBI agents in the Hamptons, an exclusive summer resort enclave east of New York City.","Klarman was arrested by FBI agents in the Hamptons , an undivided summer resort enclave east of New York City .",1
"The new worm affects these Windows systems: 2000, XP, NT 4.0 and Server 2003.","The modern worm affects these Windows systems : 2000 , XP , NT 4.0 and Server 2003 .",1
The agency has yet to fully formulate a strategy for the creation of an independent engineering technical authority.,The agency has up to now to in full formulate a strategy for the creation of an free lance engineering expert authority .,1
"In Dallas, no official ceremony marked the anniversary.","In Dallas , no functionary ceremony marked the anniversary .",1
"SCO changed its name to Tarantella, and Caldera later changed its name to the SCO Group.","SCO changed its name to Tarantella , and Caldera afterward changed its name to the SCO Group .",1
The family was last seen July 6 and their bodies were found Tuesday.,The family was final stage seen July 6 and their bodies were found Tuesday .,1
The 2001 Aboriginal Peoples Survey released Wednesday by Statistics Canada says living standards have improved but still lag for the Inuit and those who leave their often impoverished reserves.,The 2001 Aboriginal Peoples Survey released Wednesday by Statistics Canada says living standards have improved but notwithstanding lag for the Inuit and those who leave their oftentimes impoverished reserves .,1
Tennessee Titans quarterback Steve McNair was arrested Thursday and charged with drunken driving and possession of a handgun.,Tennessee Titans quarterback Steve McNair was arrested Thursday and charged with bibulous driving and possession of a handgun .,1
"That second dossier, passed to journalists on Mr Blair's trip to Washington to discuss war plans, said it drew upon ""a number of sources, including intelligence material"".","That sec dossier , passed to journalists on Mr Blair 's trip to Washington to discuss war plans , said it drew upon `` a number of sources , including intelligence material '' .",1
"The other, much less likely semifinal will match seventh-seeded Guillermo Coria of Argentina against the unseeded Dutchman Martin Verkerk.","The other , lots less potential semifinal will match seventh-seeded Guillermo Coria of Argentina against the unsown Dutchman Martin Verkerk .",1
"Sen. John Kerry, Massachusetts Democrat, came in second place for the quarter with $5.8 million.","Sen. John Kerry , Massachusetts Democrat , came in arcsecond place for the quarter with $ 5.8 million .",1
"While some other parts of Africa have been used as staging grounds for the terror group, Malawi previously had not been a major focus of investigations into al-Qaida.","While some other parts of Africa have been used as staging grounds for the terror group , Malawi antecedently had not been a john major focus of investigations into al-Qaida .",1
"Police said yesterday they believe Mr. Cruz knew of the girl through one of her former schoolmates, though neither the girl nor her family knew him.","Police said yesterday they believe Mr. Cruz knew of the girl through one of her one time schoolmates , though neither the girl nor her family knew him .",1
Michael Jackson spoke out for the first time Sunday night since the latest accusations of child molestation.,Michael Jackson spoke out for the world class time Sunday night since the latest accusations of tiddler molestation .,1
"The FBI also failed to pursue other leads, including a San Diego imam who dealt with several 9/11 figures, it adds.","The FBI besides failed to pursue other leads , including a San Diego imam who dealt with respective 9/11 figures , it adds .",1
The Herald reported on Tuesday that internet developer Bruce Simpson was building a missile from parts ordered over the internet and shipped through Customs.,The Herald reported on Tuesday that net developer Bruce Simpson was building a missile from parts ordered over the internet and shipped through Customs .,1
"Vivendi pointed out that in both possible combinations, it would maintain a substantial minority interest in a U.S. media corporation ""with excellent growth potential.""","Vivendi pointed out that in both potential combinations , it would maintain a square minority interest in a U.S. media corporation `` with fantabulous growth potential . ''",1
"Zilkha and other shareholders, including Coastal Corp. founder and vocal El Paso critic Oscar Wyatt Jr., had called for Wise's termination for months.","Zilkha and other shareholders , including Coastal Corp. founder and outspoken El Paso critic Oscar Wyatt Jr. , had called for Wise 's termination for months .",1
"In 1995, the last survey, those numbers were equal.","In 1995 , the live on survey , those numbers were equalize .",1
"The boy's mother, Patricia Cooper, started coming to the church about three months ago after she met one of its members at a doctor's office, Hemphill said.","The boy 's mother , Patricia Cooper , started coming to the church about three months agone after she met one of its members at a doctor 's office , Hemphill said .",1
"Macklowe has signed a sale contract, which is expected to close shortly, said his spokesman, Howard Rubenstein.","Macklowe has signed a sale contract , which is expected to close curtly , said his spokesman , Howard Rubenstein .",1
"Intelligence officials told key senators a week ago to expect a terrorist attack in Saudi Arabia, Sen. Pat Roberts (R-Kan.) said yesterday.","Intelligence officials told winder senators a week agone to expect a terrorist attack in Saudi Arabia , Sen. Pat Roberts ( R-Kan. ) said yesterday .",1
"The panel will not begin a formal investigation because the statute of limitations has expired, Plofsky said.","The panel will not begin a evening gown investigation because the statute of limitations has expired , Plofsky said .",1
"Her amendment would have changed the bill by keeping with current Texas law, which gives school districts the option to hold a moment of silence and recite the pledge.","Her amendment would have changed the bill by keeping with flow Texas law , which gives school districts the option to hold a moment of silence and recite the pledge .",1
"Talabani told him the Governing Council would ""need UN assistance and advice in implementing the new decisions which have been taken.""",Talabani told him the Governing Council would `` need UN assistance and advice in implementing the unexampled decisions which have been taken . '',1
"By state law, 911 calls are not public information and were not released.","By state law , 911 calls are not world information and were not released .",1
"Under the Government Network Security Act of 2003, federal agencies would have six months to develop and implement P2P security plans.","Under the Government Network Security Act of 2003 , union soldier agencies would have six months to develop and implement P2P security plans .",1
"Sales as measured by volume, a key gauge of financial health in the beverage sector, grew 5 percent in the quarter.","Sales as measured by volume , a paint gauge of fiscal health in the beverage sector , grew 5 percent in the quarter .",1
"Gainer said the two staff aides are ""very sorry this all happened,"" and the security personnel had performed ""well within standards.""","Gainer said the two staff aides are `` very drear this all happened , '' and the security personnel had performed `` wellspring within standards . ''",1
"Both will compete in today's third round, which is all oral examination.","Both will compete in today 's tertiary round , which is all unwritten examination .",1
"Lord Archer is likely to be released from Hollesley Bay open prison at Woodbridge, Suffolk, on July 21.","Lord Archer is probably to be released from Hollesley Bay outdoors prison at Woodbridge , Suffolk , on July 21 .",1
"Texas, which has more than three times Michigan's inmate population, is treating 328 of its 16,298 infected inmates.","Texas , which has more than three times Michigan 's con population , is treating 328 of its 16,298 infect inmates .",1
"Surrounded by singers from Harlem, Bush said: ''The artistry of black musicians has conveyed the experience of black Americans throughout our history.","Surrounded by singers from Harlem , Bush said : ''The artistry of bleak musicians has conveyed the experience of bootleg Americans throughout our history .",1
"As the holiday shopping season peaks, industry experts predict the coming week could make or break Christmas 2003 for many retailers.","As the holiday shopping season peaks , industry experts predict the coming week could make or break noel 2003 for many retailers .",1
"The broad Standard & Poor's 500 Index <.SPX> fell 0.70 points, or 0.07 percent, to 1,069.42.","The liberal Standard & Poor 's 500 Index < .SPX > fell 0.70 points , or 0.07 percent , to 1,069.42 .",1
The euro has slipped as much as four cents since matching a record peak near $1.1935 last week and hitting a record high of 140.90 yen in late May.,The euro has slipped as a great deal as four cents since matching a record peak near $ 1.1935 final stage week and hitting a record high of 140.90 yen in latterly May .,1
"""It is very difficult to do large syndicated loans in Japan,"" says one banker.","`` It is very hard to do great syndicated loans in Japan , '' says one banker .",1
Named in the complaint were former chief executive officers Paul A. Allaire and G. Richard Thoman and former CFO Barry D. Romeril.,Named in the complaint were other master executive officers Paul A. Allaire and G. Richard Thoman and previous CFO Barry D. Romeril .,1
Both were charged with four counts of aggravated assault and 14 counts of endangering the welfare of children.,Both were charged with four counts of exasperate assault and 14 counts of endangering the welfare of children .,1
The Senate Banking Committee is scheduled to hold a hearing on Tuesday where Donaldson is scheduled to testify on hedge and mutual funds.,The Senate Banking Committee is scheduled to hold a hearing on Tuesday where Donaldson is scheduled to testify on hedge and reciprocal funds .,1
"In other markets, U.S. Treasuries started off on Monday weaker, as stocks rose early.","In other markets , U.S. Treasuries started off on Monday weaker , as stocks rose early on .",1
"Analysts had been expecting a net loss of 54 cents a share, according to Thomson First Call.","Analysts had been expecting a network loss of 54 cents a share , according to Thomson First Call .",1
"At 11:30 a.m., Edmund Hillary of New Zealand and Tenzing Norgay Sherpa of Nepal reached the summit.","At 11:30 am , Edmund Hillary of New Zealand and Tenzing Norgay Sherpa of Nepal reached the summit .",1
"The Food and Drug Administration rejected ImClone's 2001 application to sell Erbitux, citing shoddy research.","The Food and Drug Administration rejected ImClone 's 2001 application to sell Erbitux , citing jerry built research .",1
"In his letter, McBride charges the Free Software Foundation and Red Hat with trying to undermine U.S. copyright laws.","In his letter , McBride charges the Free Software Foundation and Red Hat with trying to undermine U.S. right of first publication laws .",1
"Mark Beaumont, a staff writer at music magazine NME, said he doesn't expect a rapturous welcome for Jackson if he goes ahead with his visit to England.","Mark Beaumont , a staff writer at music magazine NME , said he does n't expect a rhapsodic welcome for Jackson if he goes before with his visit to England .",1
"Florida's Speaker of the House Johnnie Byrd, is expected to introduce ''Terri's Bill'' during a one-day special session of the state legislature being held today in Tallahassee.","Florida 's Speaker of the House Johnnie Byrd , is expected to introduce ''Terri 's Bill '' during a one-day exceptional session of the state legislature being held today in Tallahassee .",1
"Shares jumped almost 7 percent in pre-open trading, rising to $18.26 from $17.05 at Tuesday's close.","Shares jumped well nigh 7 percent in pre-open trading , rising to $ 18.26 from $ 17.05 at Tuesday 's close .",1
"Investors reacted little, with GE shares edging 7 cents lower to end at $28.12 on the New York Stock Exchange.","Investors reacted slight , with GE shares edging 7 cents lower to end at $ 28.12 on the New York Stock Exchange .",1
Authorities said the scientist properly quarantined himself at home after he developed SARS symptoms Dec. 10.,Authorities said the scientist decent quarantined himself at home after he developed SARS symptoms Dec. 10 .,1
"The ruling ``is so wrong that we are extremely confident that it will not withstand our appeal to the Sixth Circuit,'' Taubman Centers said in a statement.","The ruling `` is so legal injury that we are highly positive that it will not withstand our appeal to the Sixth Circuit , '' Taubman Centers said in a statement .",1
Authorities did not immediately release the identities of the victims pending family notification.,Authorities did not now release the identities of the victims pending family notification .,1
"""The regime of Saddam Hussein possessed and used weapons of mass destruction, sponsored terrorist groups and inflicted terror on its own people.""","`` The regime of Saddam Hussein possessed and used weapons of mass destruction , sponsored terrorist groups and inflict terror on its own people . ''",1
"At least 80 will make it to Thursday's final rounds of competition, which will be broadcast on ESPN.","At least 80 will make it to Thursday 's last rounds of competition , which will be broadcast on ESPN .",1
At the hearing he pleaded not guilty to the burial service fraud and false statements charges.,At the hearing he pleaded not shamed to the burying service fraud and delusive statements charges .,1
"Antetonitrus was brontosaurus' older brother, hence the name.","Antetonitrus was brontosaurus ' older brother , so the name .",1
He is roughly halfway to his goal of raising between $150 million and $170 million in the primaries.,He is some middle to his goal of raising between $ 150 million and $ 170 million in the primaries .,1
"""But turning the corner doesn't mean crossing the finish line,"" Gregory said at the bishops' annual meeting here.","`` But turning the corner does n't mean crossing the coating line , '' Gregory said at the bishops ' one year meeting here .",1
The latest in the kingdom's almost weekly raids on alleged terror cells comes after a US Congress report accused Saudi Arabia of not doing enough to counter terrorism.,The latest in the kingdom 's nigh hebdomadally raids on aver terror cells comes after a US Congress report accused Saudi Arabia of not doing decent to counter terrorism .,1
"Under the measure, doctors who perform the procedure would be subject to two years in prison and unspecified fines.","Under the measure , doctors who perform the procedure would be discipline to two years in prison and unspecified fines .",1
"The reporting services will also be rolled into Yukon as planned, sources said.","The reporting services will likewise be rolled into Yukon as planned , sources said .",1
Toronto Police Chief Julian Fantino said Friday morning that an arrest has been made in the slaying of local girl Holly Jones.,Toronto Police Chief Julian Fantino said Friday morning that an arrest has been made in the slaying of topical anaesthetic girl Holly Jones .,1
"The two invading countries later fell out, and have since backed rival factions.","The two invading countries afterwards fell out , and have since backed equal factions .",1
Mr. Marshall pressed the practical case that quite similar rights legislation based on the 14th Amendment had been struck down by the Supreme Court in 1883.,Mr. Marshall pressed the virtual case that quite an interchangeable rights legislation based on the 14th Amendment had been struck down by the Supreme Court in 1883 .,1
She cautioned that it will be difficult for investigators to tie any decline in shuttle funding directly to the February tragedy.,She cautioned that it will be unmanageable for investigators to tie any decline in bird funding direct to the February tragedy .,1
The Toronto Stock Exchange said it will be business as usual on Friday morning.,The Toronto Stock Exchange said it will be business as common on Friday morning .,1
The tests measure how well students are meeting the state's standards for learning the content taught in each grade.,The tests measure how advantageously students are meeting the state 's standards for learning the content taught in each grade .,1
"At least 1,752 people were ordered to evacuate their homes in the north part of Marquette about 8:45 a.m. EDT, said Steve Powers, Marquette County administrator.","At least 1,752 people were ordered to evacuate their homes in the union part of Marquette about 8:45 ante meridiem EDT , said Steve Powers , Marquette County administrator .",1
"It is essential that the proceedings against accused terrorists be fair -- and appear to be so to outside observers, Sonnett said.","It is requisite that the proceedings against accused terrorists be fair -- and appear to be so to out of door observers , Sonnett said .",1
About half of all U.S. households have money in mutual funds.,About half of all U.S. households have money in common funds .,1
WSE version 2 is available from Microsoft's developer Web site.,WSE version 2 is usable from Microsoft 's developer Web site .,1
Meningitis is an infection of the fluid in a person's spinal cord and around the brain.,Meningitis is an infection of the fluid in a person 's spinal anaesthesia cord and around the brain .,1
It is for that reason that legal scholars said Judge Nottingham's decision was at least plausible.,It is for that reason that effectual scholars said Judge Nottingham 's decision was at least plausible .,1
"In the first hour of trading, the Dow Jones industrial average was down 27.02, or 0.3 percent, 9,321.84, having lost 74.81 on Friday.","In the showtime hour of trading , the Dow Jones industrial average was down 27.02 , or 0.3 percent , 9,321.84 , having lost 74.81 on Friday .",1
"Van-Vliet, who was also injured, called in the accident on the school bus radio.","Van-Vliet , who was likewise injured , called in the accident on the school bus radio .",1
But he said labor would see whether other senators can increase the value of awards proposed by Hatch and create a mechanism to ensure the fund remains solvent.,But he said labor would see whether other senators can increase the value of awards proposed by Hatch and create a mechanism to ensure the fund remains dissolvent .,1
"He was referring to John S. Reed, the former Citicorp chief executive who became interim chairman and chief executive of the exchange last Sunday .","He was referring to John S. Reed , the one time Citicorp chief executive who became lag chairman and principal executive of the exchange conclusion Sunday .",1
Ohio Attorney General Jim Petro hailed the appellate court ruling.,Ohio Attorney General Jim Petro hailed the appellant court ruling .,1
"In an appearance before a parliamentary committee on Tuesday, Mr. Blair suggested that only ""evidence of weapons programs"" rather than the weapons themselves would be uncovered.","In an appearance before a parliamentary committee on Tuesday , Mr. Blair suggested that only `` evidence of weapons programs '' preferably than the weapons themselves would be uncovered .",1
"The April 19, 1995, bombing came on the second anniversary of the end of the Branch Davidian siege in Waco, Texas.","The April 19 , 1995 , bombing came on the irregular anniversary of the end of the Branch Davidian siege in Waco , Texas .",1
"Investment bank Merrill Lynch raised its investment rating on the business software maker Oracle to ""buy"" from ""neutral"" with a 12-month price target of $15.",Investment bank Merrill Lynch raised its investment rating on the business software maker Oracle to `` buy '' from `` achromatic '' with a 12-month price target of $ 15 .,1
"The report confirmed the ACLU's view that the civil liberties and rights of immigrants ""were trampled in the aftermath of 9/11,"" said Romero.","The report confirmed the ACLU 's view that the polite liberties and rights of immigrants `` were trampled in the aftermath of 9/11 , '' said Romero .",1
"The report also claims that there will be up to 9.3 million visitors to hot spots this year, up again from the meagre 2.5 million in 2002.","The report besides claims that there will be up to 9.3 million visitors to red hot spots this year , up again from the meagre 2.5 million in 2002 .",1
United is working closely with the Air Transportation Stabilization Board to replace the aspects of its loan guarantee bid that were rejected as inadequate in December.,United is working intimately with the Air Transportation Stabilization Board to replace the aspects of its loan guarantee bid that were rejected as inadequate in December .,1
"On Tuesday, the central bank left interest rates steady, as expected, but also declared that overall risks were weighted toward weakness and warned of deflation risks.","On Tuesday , the key bank left interest rates stabilize , as expected , but as well declared that boilersuit risks were weighted toward weakness and warned of deflation risks .",1
They also found shortness was associated with a family history of hearing loss.,They likewise found shortness was associated with a family history of hearing loss .,1
He said the FDA was hoping Congress and the courts would bring clarity to the situation and some financial relief to consumers.,He said the FDA was hoping Congress and the courts would bring clarity to the situation and some fiscal relief to consumers .,1
"On Friday, the Concorde started up around sunrise and seemed to launch itself straight out of the rising sun.","On Friday , the Concorde started up around sunrise and seemed to launch itself straightforward out of the rising sun .",1
"Navistar shares were down 44 cents, or 1.1 percent, at $41.19 on the New York Stock Exchange after falling as low as $39.93.","Navistar shares were down 44 cents , or 1.1 percent , at $ 41.19 on the New York Stock Exchange after falling as modest as $ 39.93 .",1
Squyres is principal investigator for the Athena payload - a collection of science instruments carted by each rover.,Squyres is main investigator for the Athena payload - a collection of science instruments carted by each rover .,1
The appeals court judges were in sharp disagreement over what should be done when they ruled in February.,The appeals court judges were in penetrating disagreement over what should be done when they ruled in February .,1
"Bremer, 61, is a onetime assistant to former Secretaries of State William P. Rogers and Henry Kissinger and was ambassador-at-large for counterterrorism from 1986 to 1989.","Bremer , 61 , is a sometime assistant to early Secretaries of State William P. Rogers and Henry Kissinger and was ambassador-at-large for counterterrorism from 1986 to 1989 .",1
Mr Morse is charged with assault and Mr Darvish is charged with filing a false report.,Mr Morse is charged with assault and Mr Darvish is charged with filing a fictitious report .,1
"""Whatever has happened to you by way of punishment is certainly more than enough,"" Covello told the 49-year-old, whose family, friends and supporters filled half the courtroom.","`` Whatever has happened to you by way of punishment is sure more than adequate , '' Covello told the 49-year-old , whose family , friends and supporters filled half the courtroom .",1
"Eight firefighters also suffered minor injuries, including burns, heat exhaustion, bruises and muscle strain, and were treated and released from the hospital, fire officials said.","Eight firefighters besides suffered underage injuries , including burns , heat exhaustion , bruises and muscle strain , and were treated and released from the hospital , fire officials said .",1
"Hundreds of soldiers took part in the early morning raid, an apparent signal to Hamas that Israel would not limit itself to airstrikes in Gaza.","Hundreds of soldiers took part in the early on morning raid , an manifest signal to Hamas that Israel would not limit itself to airstrikes in Gaza .",1
State health officials said today a young northeast Kansas woman likely has the state's first case of monkeypox among humans or animals.,State health officials said today a untested northeast Kansas woman in all probability has the state 's beginning case of monkeypox among humans or animals .,1
"Last year, he made an unsuccessful bid for the Democratic nomination for governor.","lowest year , he made an abortive bid for the popular nomination for governor .",1
"Search technology powerhouse Google has released a new beta of its popular Internet Explorer toolbar, adding bells and whistles for surfers.","Search technology powerhouse Google has released a newfangled beta of its democratic Internet Explorer toolbar , adding bells and whistles for surfers .",1
"The last time the S&P had a larger one-day point loss was also May 19, when it gave back 23.53 to close at 920.77.","The utmost time the S & P had a larger one-day point loss was as well May 19 , when it gave back up 23.53 to close at 920.77 .",1
"A promotional poster, complete with countdown dial, reminds readers of the upcoming release of ""Harry Potter and the Order of the Phoenix.""","A promotional poster , terminated with countdown dial , reminds readers of the forthcoming release of `` Harry Potter and the Order of the Phoenix . ''",1
The tech-heavy Nasdaq composite index shot up 5.7 percent for the week.,The tech-heavy Nasdaq complex index shot up 5.7 percent for the week .,1
Blair's government included the charge that Saddam sought uranium from Niger in a September 2002 dossier setting out the case for military action.,Blair 's government included the charge that Saddam sought uranium from Niger in a September 2002 dossier setting out the case for war machine action .,1
Part of the accord was the implementation of a special health council that would monitor health spending and progress in reforming the health system.,Part of the accord was the implementation of a extra health council that would monitor health spending and progress in reforming the health system .,1
Delta personnel at Atlanta's Hartsfield-Jackson International Airport scrambled all day to find alternate flights including seats on other airlines for passengers.,Delta personnel at Atlanta 's Hartsfield-Jackson International Airport scrambled all day to find alternative flights including seats on other airlines for passengers .,1
A company spokeswoman declined to say how much Qwest receives in annual revenue from government contracts.,A company spokeswoman declined to say how practically Qwest receives in one year revenue from government contracts .,1
"The new deal would be valued at $1.75 billion, including $863 million in cash and 52.6 million PeopleSoft shares.","The novel deal would be valued at $ 1.75 billion , including $ 863 million in cash and 52.6 million PeopleSoft shares .",1
He had been arrested twice before for trespassing and was barred from the complex.,He had been arrested double before for trespassing and was barred from the complex .,1
"""As a professional,"" he added, ""I think I'd like to be thought of as a good storyteller.","`` As a professional person , '' he added , `` I think I 'd like to be thought of as a in effect storyteller .",1
"Federal prosecutors, the Securities and Exchange Commission, and the mortgage company's regulator launched investigations into Freddie Mac's shake-up.","union prosecutors , the Securities and Exchange Commission , and the mortgage company 's regulator launched investigations into Freddie Mac 's shake-up .",1
Forecasters predict the storm will reach Earth at 3 p.m. eastern time Friday and could last up to 18 hours.,Forecasters predict the storm will reach Earth at 3 p.m. easterly time Friday and could in conclusion up to 18 hours .,1
Yet another big fight has been over a White House proposal to privatize air-traffic control at major airports.,thus far another full grown fight has been over a White House proposal to privatize air-traffic control at john roy major airports .,1
"Last year, Thompson ruled that the monument was an unconstitutional endorsement of religion by the state.","finish year , Thompson ruled that the monument was an unconstitutional endorsement of religion by the state .",1
"Symptoms include a stiff neck, fever, headache and sensitivity to light.","Symptoms include a loaded neck , fever , headache and sensitivity to light .",1
An investment group led by former Seagram Inc. boss Edgar Bronfman Jr. is still in the running to buy the U.S. entertainment assets of Vivendi Universal SA.,An investment group led by other Seagram Inc. boss Edgar Bronfman Jr. is inactive in the running to buy the U.S. entertainment assets of Vivendi Universal SA .,1
