Title1,Body,Id,CreationDate,Title2,Body,Id,CreationDate
How does Thanos do this using Nebula's beacon?,"<p>In <em>Avengers: Endgame</em>, how does Thanos travel to the future using Nebula's beacon?</p>

<p>Does he have people experienced in quantum physics or some magic stone/equipment which can enable time travel of such a large scale army?</p>
",99890,29-04-2019 12:51,How did Nebula bring Thanos with her?,"<p>In <em>Avengers: Endgame</em>, how was Nebula from past able to bring Thanos and the army into the future? </p>

<p>The Avengers who build the machine could not do this and required Pym particles which they were short of and had only limited attempts to travel time.</p>
",99669,26-04-2019 08:34
How does this character return this stone in its original form?,"<p>When Tony took the stone from 1970, it was in the form of the Tesseract but at the end of the movie Captain America goes back to return the stone which is not its original form. How's this possible?</p>
",99963,30-04-2019 00:49,"How could they return the Infinity Stones in their ""raw"" form?","<p>There is this one little thing that I don't quite get at the end of <em>Avengers: Endgame</em>.</p>

<p>After Thanos was defeated, Captain took the stones back to where they were originally taken to ""correct"" the timeline. However we see that Cap has the 6 stones in their ""Raw"" form, but that is not how all of them were taken. </p>

<p>For example in 1970 Tony didn't take the Space Stone but the Tesseract, so I assume they extracted the Space Stone in the present (by breaking the Tesseract like Thanos in the Infinity War movie?). </p>

<p>So how could Cap return the stone to the rightful place when he actually needed to return the Tesseract? Or am I missing something here... </p>

<p>The same goes for the Mind Stone, which was inside the Gem on the Staff Loki had in the first Avengers movie.</p>
",99699,26-04-2019 15:58
Why did the writers highlight Arya's weapon when it was just a regular spear?,"<p>The special weapon of Arya in <em>Game of Thrones</em> season 8 was not so special, I think it was the same as an Unsullied's spear. So what was the point of that special weapon?</p>

<p>The weapon didn't do anything special in S8 E3. I want to know why the writers focused on it in previous episodes. <strong>I'm not looking for technical info about that weapon.</strong></p>
",99971,30-04-2019 04:23,What is Arya's weapon design?,"<p>In season 8 episode 1, Arya asks Gendry to forge her a dragonglass weapon (which we can see drawn).</p>

<p>What is the purpose of this weapon?</p>

<p><a href=""https://i.stack.imgur.com/AYuZS.png"" rel=""noreferrer""><img src=""https://i.stack.imgur.com/AYuZS.png"" alt=""rough sketch of dragonglass weapon""></a></p>
",98377,16-04-2019 03:47
"Why do the Avengers struggle so much against Thanos in ""Endgame"", when they managed to resist him in ""Infinity War"" in a supposedly worse situation?","<p>When Thanos fights the Avengers in <em>Infinity War</em>, he always has the Power Stone because that's the first he collected. So he has been fighting with increased power, yet some of the Avengers were able to resist him.</p>
<p>However, in <em>Endgame​</em> the same people are fighting him all at once, but can barely resist.</p>
<p>In <em>Infinity War</em>, Wanda was destroying the Mind Stone with one hand, while pushing Thanos back with the other hand. And she actually did destroy that Infinity Stone with one hand, so she was using <strong>so much</strong> energy on that mission and wasn't fighting back Thanos in full power. But in <em>Endgame​</em>, even using both her hands, she is not strong enough to push him back for more than 3 or 4 seconds.</p>
<p>In <em>Infinity War</em>, Captain America, merely a human with strong muscles, can fight Thanos (who had just thrown a moon on Iron Man!) and resist against his punch for some seconds. Meanwhile, Captain Marvel uses her photon blast and superhuman strength to fight him hand-to-hand. Remember that she can carry a spaceship on top of her head all the way from nowhere in space to Earth, and can destroy spaceships just by flying really fast towards them, and doesn't get killed while doing so. Which is faaaaar more that what Steve is capable of, but Thanos throws her like an apple. Or the moon he threw on Tony.</p>
<p>My point is, <a href=""https://movies.stackexchange.com/questions/88706/does-thanos-have-any-inherent-superpowers-without-the-infinity-stones"">I know Thanos is strong, he is a Titan, his skin is unbreakable, highly skilled in combat, etc</a>. But we've seen in <em>Infinity War</em> that some heroes can stand against him while he has the Power Stone. Yet in <em>Endgame</em>, they are no match for Stone-free Thanos.</p>
<p>P.S. I did not ask why Thanos is strong. Read the question before marking it as duplicate, please.</p>
",100134,02-05-2019 02:37,What makes Thanos the most powerful being in the universe?,"<p>In <em>Guardians of the Galaxy</em>, when Ronan got stone of infinity on Knowhere and decided to not give the stone to Thanos, Korath told him that Thanos is the most powerful being in the universe. Why is he so powerful? His only abilities so far I can see are achieved using the stones in Avengers. His only visible power is strength, but without stones he would not have chance even against most Avengers in 1v1 fight.</p>

<p>I didn't read any Marvel comics, I've just seen the films, so are there any abilities he doesn't use in the films? Or why is he considered the most powerful being if he seems so weak without the stones (compared to Avengers, for example)?</p>
",96423,13-01-2019 23:01
Who's the kid at the funeral,"<p>At the funeral, the camera slowly shows the remaining heroes.
However there's a kid at back, standing completely alone, who is he?</p>

<p>(If my memory serves me right, he's shown after Hawkeye's family.)</p>
",100222,03-05-2019 20:06,Who's the random kid standing in the gathering at the end?,"<p>At the end of <em>Avengers: Endgame</em>, there's a gathering... </p>

<blockquote class=""spoiler"">
  <p> for Tony Stark's funeral.</p>
</blockquote>

<p>During it, they move the camera over several characters, often Avengers grouped together. One person they pan over is a single teenager with brown hair. Who is that character?</p>
",99633,25-04-2019 22:17
Why wasn't Tony Stark more affected by this?,"<p>In Avengers: Endgame, when Tony Stark steals the Infinity Stones from Thanos and inserts them into his own ad-hoc gauntlet, there isn't much of an energy outburst and Stark seems to be able to wield the gauntlet fairly easily:</p>

<p><div class=""youtube-embed""><div>
                <iframe width=""640px"" height=""395px"" src=""https://www.youtube.com/embed/_P8TgSa9mk8?start=17""></iframe>
            </div></div></p>

<p>By contrast, there is much more energy when Thanos gets all the stones:</p>

<p><div class=""youtube-embed""><div>
                <iframe width=""640px"" height=""395px"" src=""https://www.youtube.com/embed/mTBDPDUneKY?start=0""></iframe>
            </div></div></p>

<p>The Hulk seems barely able to survive wielding them:</p>

<p><div class=""youtube-embed""><div>
                <iframe width=""640px"" height=""395px"" src=""https://www.youtube.com/embed/HyvrG4RrRfE?start=0""></iframe>
            </div></div></p>

<p>I understand that the actual snap killed Tony, but it seems he wielded the stones too easily. Is his nano-suit particularly good at buffering the power from the stones? Why didn't the gauntlet he designed previously for the Hulk do this?</p>
",100479,09-05-2019 17:50,Is Iron Man stronger than the Hulk?,"<p>In <em>Avengers: Endgame</em>, when Hulk initially uses the new Infinity Gauntlet, it takes a tremendous effort from him (in addition to almost burning his entire arm), in order to snap his fingers and restore the world as we knew it. Yet at the end of the movie, when Iron Man uses the Gauntlet, it seems very easy for him to snap his fingers.</p>

<p>How was Tony able to wield the stones with such ease when Hulk was clearly struggling with it?</p>
",100262,04-05-2019 23:11
What creature does this skeleton belong to?,"<p>Towards the beginning of <em>A New Hope</em> when C-3PO and R2-D2 are on Tatoonie and after they go their own ways, just before 3PO is picked up by the Jawas he's standing in front of a giant skeleton.</p>
<h2>What creature does this skeleton belong to?</h2>
<p><a href=""https://i.stack.imgur.com/P7UYf.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/P7UYf.png"" alt=""enter image description here"" /></a></p>
<p><a href=""https://i.stack.imgur.com/Uu8ql.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/Uu8ql.png"" alt=""enter image description here"" /></a></p>
",100501,10-05-2019 06:29,What do we know about the creature whose skeleton we see in Star Wars?,"<p>In <em>Star Wars:  Episode IV - A New Hope</em>, C-3PO passes by what looks like a dinosaur skeleton:  </p>

<p><a href=""https://i.stack.imgur.com/GpVoe.jpg""><img src=""https://i.stack.imgur.com/GpVoe.jpg"" alt=""enter image description here""></a></p>

<p>What is this creature?  Are they extinct?  How did such a large animal manage to survive in a barren desert?</p>
",43416,14-11-2015 05:59
Why did they not know that a soul was needed for the Soul Stone?,"<p>In <em>Avengers: Engame</em>, Nat and Clint were the ones assigned to get the Soul Stone. However, they seem to not know how to get the Soul Stone and even get to the point where Clint doubted what the Red Skull said. </p>

<p>How did they not know? </p>

<p>Because Nebula was with them and she was there when Thanos went to Titan. She was even the one who concluded and told Quill, indirectly, that Thanos probably sacrificed Gamora in exchange for the Soul Stone, or at least that's how I understood it based on their conversation in the previous movie. </p>

<p>Did I miss something here? Or did I just misinterpret something?</p>
",100510,10-05-2019 08:22,Did Nebula know what would happen?,"<p>So there are two teams in <em>Avengers: Endgame</em>: Natasha (Black Widow) and Clint (Hawkeye)/Nebula and War Machine. </p>

<p>Yet Black Widow and Hawkeye were chosen for the mission to Vormir. So did Nebula know to send them since one loved one had to be sacrificed and she gathered that they both share a history or was it just a normal team separation?</p>
",99682,26-04-2019 11:45
Can the Night King get past the wall without a dragon?,"<p>I've always struggled with why everyone is afraid of the Night King in <em>Game of Thrones</em> and the army of the dead after it's revealed by Benjen that there's magic in the wall that prevent undead from passing through. </p>

<p>So, if Daenerys never flew Viserion North, who was then killed by the Night King...Does the Night King and the army of the dead have any way of breaking down / getting through the wall without Viserion or another dragon? </p>

<p>Note: I've read <a href=""https://movies.stackexchange.com/questions/79170/why-worry-about-the-night-king-if-they-have-the-wall"">these</a> answers, and none of them give a good enough explanation of how he would get past the wall without a dragon. </p>
",100532,10-05-2019 16:45,Why worry about the Night King if they have the wall?,"<p>In Season 6, we find out the following about the magical properties of the wall:</p>

<blockquote>
  <p>BENJEN: This is where I leave you.<br><br>
  BRAN: You're not coming with us?<br><br>
  BENJEN: The Wall is not just ice and stone. Ancient spells were carved into its foundations. Strong magic to protect men from what lies beyond. And while it stands, the dead cannot pass. <strong>I cannot pass</strong>.<br>
  <sub>—""Winds of Winter"" (<em>Game of Thrones</em>, S06E10)</sub></p>
</blockquote>

<p>So why would the men of Westeros need to worry about the Night King and his army? Couldn't they sit back and enjoy the wall's protection?</p>
",79170,21-08-2017 11:55
Why did Daenerys do this even after the bells were rung?,"<p>In S8E5, we saw that the Lannister forces on the inside gate had surrendered (and so had the city when the bells were rung). Despite this, Daenerys decided to incinerate the city. Why? Was it that the ""Targaryen Madness"" finally took her, or is she still the old Dany but felt a tremendous urge to avenge?</p>
",100631,13-05-2019 11:58,Why were the bells ignored in S8E5?,"<p>In <em>Game of Thrones</em> S8E5, Daenerys goes on full killing mode and destroys the entire city in spite of the bells ringing, indicating Cersei surrendering.  (It's evident everyone knows the bells ringing means surrender, including Dany.) But even after Cersei and King's Landing surrendering, why did Dany go ahead and destroy the entire city?</p>

<p>There is grief, and then there is rage, and then there is madness. We have seen her handle grief and anger almost always well. The only times she's unreasonably ruthless is when she kills the Tarlys.</p>

<p>So why did Dany do this in spite of all the pep talk from all her advisers and the bells ringing?</p>
",100622,13-05-2019 09:55
Which story is real in The Life of Pi?,"<p>After watching <em>Life of Pi</em> for the 16th time, I realized I had plenty of questions: the tiger in the movie could be a metaphor for God or Pi himself (according to the two stories provided), also the zebra could be a metaphor for the Buddhist, the orangutan for his mother, and the hyena for the cook.</p>

<p>He could have lied about the story in the ending, since the Japanese wanted a realistic story, but it could also have been the truth, as he couldn't face the real story.</p>

<p>I really don't know which story to believe. Is there any conclusion which one is real?</p>
",101207,25-05-2019 08:30,"Which story is true at end of the movie ""Life of Pi""?","<p>At the end of the movie <a href=""http://en.wikipedia.org/wiki/Life_of_Pi_%28film%29"">Life of Pi,</a> Pi tells us two stories. One with the tiger (unrealistic) and one without the tiger (realistic).</p>

<p>I believe that he was metaphorically referring himself as the tiger who enters the forest (world) after being rescued.</p>

<p>Is my thinking correct? can you explain me the ending?</p>

<p>At the end did Irfan Khan (older Pi/narrator) say that ""even God chose the first story""? Does it mean that the first story was indeed real?</p>
",8323,30-11-2012 06:38
What is true meaning of the White Walkers' terrifying Spiral Symbol in GOT,"<p>In the season 8 episode, we saw the following symbol</p>
<p><a href=""https://i.stack.imgur.com/MF50P.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/MF50P.png"" alt=""enter image description here"" /></a></p>
<p>His victims in this episode were the residents of Last Hearth—the seat of House Umber, a Northern ally of House Stark. None of them were left in the Northern fortress except for the young Lord Ned Umber, dead and nailed to the wall amidst a slew of severed limbs in a spiral pattern.</p>
<p>Tormund and their crew find the haunting symbol when they arrive at Last Hearth. &quot;<strong>It's a message from the Night King</strong>,&quot; Beric notes of the bloody formation. But what is the Night King saying?</p>
<p>We have seen the same kind of symbol in Season 1, Episode 1. So what is the meaning behind those symbols?</p>
",101240,27-05-2019 05:24,What is the symbolic significance of the Night King's message?,"<p>In <em>Game of Thrones</em> S8E1, </p>

<p><a href=""https://i.stack.imgur.com/LPaku.png"" rel=""noreferrer""><img src=""https://i.stack.imgur.com/LPaku.png"" alt=""enter image description here""></a></p>

<blockquote class=""spoiler"">
  <p>Ned Umber is found pinned to a wall by the Night King with a symbolic message, which looks like tentacles coming out of the body of Ned.</p>
</blockquote>

<p><strong>Is there some meaning to that symbolic message? If yes, then what is that?</strong></p>
",98347,15-04-2019 02:26
Did anyone call Carol Danvers Captain Marvel?,"<p>I don't remember that anyone referred to her as Captain Marvel in her solo movie. Did anyone in Avengers call her Captain Marvel? If so, why? Did she introduce herself as Captain Marvel?</p>

<p>If not, is that mean, we don't have Captain Marvel, Captain Danvers instead?</p>
",101410,04-06-2019 05:50,Is Carol Danvers called Captain Marvel in universe,"<p>So I'll start by saying Brie Larson's Carol Danvers is Captain Marvel and we should all call her that.</p>

<p>My question is though is the title diegetic? Can we expect anyone in the movies to call her that?</p>

<p>I don't think anyone was called by their rank in the movie and I can't tell from the uniforms but both Carol Danvers/Vers and Dr. Wendy Lawson/Mar-vell could've been a Captain in the Air Force/Starforce.</p>

<p>Did I miss something about Carol taking on her mentors name or something or is Captain Marvel just what we, the viewers, call the character in the real world? It didn't seem like she needed or wanted a secret identity, she could just go by Carol.</p>
",97794,15-03-2019 11:12
What is the meaning of the ending of Goodfellas?,"<p><a href=""https://youtu.be/MedC8kTa9XY?t=133"" rel=""nofollow noreferrer"">At the the end of <em>Goodfellas</em></a> Henry looks into the camera and ""gets shot"" by Joe Pesci.</p>

<p>Why does he look to into the camera and ""gets shot"" by Joe Pesci? </p>

<p>I understand how meaningful the name of the song is but I don't understand the rest. I have heard it's related to The Great Train Robbery. Is this true?</p>
",101501,09-06-2019 19:26,Why is Tommy shooting at the fourth wall?,"<p>At the end of <a href=""http://www.imdb.com/title/tt0099685/?ref_=nv_sr_1"" rel=""noreferrer"">Goodfellas</a>, </p>

<blockquote class=""spoiler"">
  <p> Henry is in the witness protection program and says ""I get to live the rest of my life like a schnook.""</p>
</blockquote>

<p>Then, an image of Tommy appears, facing the camera and shooting at it several times. What is the meaning of this scene?</p>

<p><a href=""https://i.stack.imgur.com/T12uj.png"" rel=""noreferrer""><img src=""https://i.stack.imgur.com/T12uj.png"" alt=""enter image description here""></a></p>
",83511,10-12-2017 21:59
Did Billy's power get diluted?,"<p>Through out the movie <em>Shazam!</em> (2019), we see the bad guy, Dr. Sivana, wanting Billy to touch the staff and say his name (Shazam) so that the power would go to Dr. Sivana. At some point, Billy shared his powers with his family using the same method (touching the staff and saying his name). </p>

<p>So did Billy's powers get diluted, or did everyone get the full power of Shazam? What would have happened if Billy had done as Dr. Sivana told him? Would Billy have lost all of his power, or only shared it with Dr. Sivana as he did his family? </p>
",102130,15-07-2019 19:24,Can Shazam retain full strength even after sharing it with many people?,"<p>After sharing powers with his friends Shazam (Billy Batson) still seemed to have all his powers in the movie. Was this the case? Does this mean he can share his powers and create heroes without losing his own?</p>
",98263,10-04-2019 04:10
Why is Matthew Modine first in the credits of Stranger Things S02 EP09?,"<p>We see Matthew Modine (Dr Brenner) two times in Stranger Things S02 and he's first on the opening credits of the EP09.</p>

<p>My only theory is maybe he accept to join the casting only if he's first on the credits.
Does anyone know why?</p>
",102190,19-07-2019 10:29,What rules govern how TV show opening credits are structured?,"<p>I've always been curious what decides if a credit is in the opening or closing credits.  It seems loosely that cast (in order of today's ""big name"" significance), directors and financiers get the front spots, and everything else appears later.  But lately I've been developing some specific curiosities about how cast members are credited on TV shows.</p>

<p>Opening credits seem to follow this rough outline:</p>

<p>Part of ""opening credits"" video segment</p>

<ol>
<li>(optional) Major Actors</li>
<li>Show Title</li>
<li>Core Cast Actors</li>
<li>Directors</li>
<li>Producers</li>
<li>(optional) Episode Title</li>
<li>Episode Writers</li>
</ol>

<p>Subtitles over beginning of show, after opening video</p>

<ol>
<li>(Episode Title and Writers may appear here, instead)</li>
<li>Special Guest Actors</li>
</ol>

<p>I've probably missed a few things, and mis-ordered a few things.  But, as I said, my main curiosity is about actor credits.</p>

<p>Typically, there is little indication of which characters the core cast actors play.  Sometimes their name is edited to appear along with an image of the character as an indictator, but sometimes there is no indication.  As I've never seen anyone credited in both the opening and closing credits, that leaves the potential for core actors to never be directly associated with their character.  This seems potentially problematic; is there a reason for this?  Are viewers expected to know who's who?</p>

<p>Guest actors sometimes are simply credited by name (and not being part of the opening video, this means they will never be associated with their character in credits).  But often they are credited as ""<strong>special guest</strong> as <strong>character name</strong>"".  This is quite helpful.</p>

<p>The thing I find really confusing is, sometimes the last few regular cast actors will get the guest actor treatment.  I've seen opening video with ""and <strong>actor</strong> as <strong>character</strong>"" paired with an image of that character for an entire season.  Why does this actor get special treatment?</p>

<p>Finally, sometimes guest actors will be credited at the front following the opening video, sometimes they'll be credited in the closing credits.  Are there rules for deciding who get's credited early or late?</p>

<p>I've sometimes wondered if shows deliberately play with actor's name position to obfuscate plot arcs (""you won't think we're killing of this character if their actor is still in the opening credits"", or ""you won't expect this recurring guest if we place their name in the closing credits"") and I've also wondered if there are thresholds for ""people appearing in XX number or YY percentage of episodes get placed <strong>here</strong>.""  But it's difficult to build a good sampling base for this.  And season 7 of Stargate SG-1 kinda took a shotgun to my guesses so far.</p>

<p>So...  Are there rules?</p>
",1468,01-03-2012 22:51
"In Friends S1E7, what did Joey say in a low, twisted voice?","<p>In <em>Friends</em> S1E7, &quot;The one with the blackout&quot;, Chandler was locked in an ATM vestibule with Jill Goodacre. A conversation between him and Joey is as follows:</p>
<blockquote>
<p>Chandler: I am trapped in an ATM vestibule with Jill Goodacre.</p>
<p>Joey: (something inaudible)</p>
<p>Chandler: Like that never crossed my mind.</p>
</blockquote>
<p>So I wonder what Joey said. I cannot find this line in online substitles.</p>
",102523,08-08-2019 10:02,Joey's and Chandler's coded telephone conversation,"<p>In season 1 of <em>Friends</em>, during blackout, when Chandler was stuck in the ATM with a model named Jill, he tried to do some weird voice to let Monica know that he was stuck in the ATM with Jill Goodacre (I am not sure if I have written the surname correct!). When Monica was not able to understand him, he asked to put Joey on the phone and he understood what he said. </p>

<p>After that, Joey told Chandler to do something on which Chandler replied ""Like that thought didn't pass my mind"". What did Joey tell him?</p>
",46098,11-01-2016 10:52
Why does Walt split his $3 million with Jesse?,"<p>In <em>Breaking Bad</em> Walt is hired by Gus on a simple deal $3m for 3 months, and paired to work with Gale initially. Gale presumably is well paid separately but when Walt has him replaced with Jesse, Jesse receives 50% of Walt's money.</p>

<p>Seems like poor negotiating by Walt, is it? If so, why?</p>
",102534,08-08-2019 22:31,Why did Walt give up 1.5 million to work with Jesse?,"<p>In <em>Breaking Bad</em>, Walt had the opportunity to work with Gale and earn 3 million dollars. Instead he insisted on working with Jesse and split the money with him. He claimed it was because he didn't have chemistry with Gale but that seems like an unlikely excuse. What are the other reasons that Walt would give up 1.5 million in order to work with Jesse? </p>
",32803,01-04-2015 12:54
How is Captain America able to use Mjolnir to command lightning?,"<p>In <a href=""https://www.imdb.com/title/tt4154796/"" rel=""nofollow noreferrer""><em>Avengers: Endgame</em></a>, Captain America is able to wield Thor's hammer because he is worthy.</p>

<p>What I don't get is why he was able to use lightning bolts!</p>

<p>In <em>Thor: Ragnarok</em>, Odin tells Thor that Mjolnir was not the source of his powers. It was simply a tool to control his power. That means that Mjolnir doesn't create bolts of lightning, but rather helped Thor (the God of Thunder) control his powers.</p>

<p>So, how was Captain America able to use lightning bolts?</p>
",102829,25-08-2019 00:27,How did Captain America use this power?,"<p><em>Avengers: Endgame</em> has given us a huge <strong><em>""sigh of relief""</em></strong> when Cap lifted Mjölnir.</p>

<p>But as we know from <em>Thor: Ragnarok</em> Mjölnir was just a way for Thor to channel his power of lightning. <em>I repeat <strong>""THOR's""</strong> power, because he is the god of lightning.</em></p>

<p>So how did Captain America generate lightning bolts to fight Thanos in the endgame?</p>

<blockquote>
  <p><strong>EDIT:</strong> I don't know why people are marking this as a duplicate of <a href=""https://movies.stackexchange.com/questions/99651/how-did-captain-america-manage-to-do-this"">How did Captain America manage to do this?</a> These are two
  different questions at their core. Here I am not questioning Captain
  America's worthiness for lifting Mjölnir, instead, the focus is on the
  power of generating bolts of lightning which are shown in the movie.</p>
</blockquote>
",99898,29-04-2019 13:53
Why does Rick Deckard farm bees?,"<p>In <em>Blade Runner 2049</em>, when K is walking through the ruins of Las Vegas, he finds a small honey farm--overcrowded, swarming with the bees, as if not touched very often.  The film as it unfolds after that, never explains that scene.  Deckard was clearly the only person living in Vegas at the time; is he farming honey just to nourish himself in that wasteland town?  Or is there some broader artistic reason for the swarming bugs?</p>
",103085,08-09-2019 13:25,What is the significance of bees in Blade Runner 2049?,"<p>I watched Blade Runner 2049 and while it was gorgeous there were a few things that left me scratching my head:</p>

<p>In one scene, K (Ryan Gosling) is walking through Las Vegas and find a dozen apiaries full of bees. The scene is beautiful, but never explained. I can't imagine that such a detailed movie with so much thought given to each shot has this for no reason. What's the meaning of this scene?</p>
",81250,09-10-2017 00:11
What is the yellow drink Jennifer Lawrence had in Mother!?,"<p>In the movie <em>Mother!</em>, Jennifer Lawrence kept drinking a golden colour drink that looks like the powder she used to paint the walls in the beginning of the movie.</p>

<p>When she got pregnant she threw the powder in the toilet.</p>

<p>I wonder what does it represent?</p>
",104491,06-10-2019 22:42,Yellow substance being consumed,"<p>In the film <a href=""https://en.wikipedia.org/wiki/Mother!"" rel=""noreferrer""><em>mother!</em></a>, Jennifer Lawrence's character is seen drinking some kind of yellow substance several times. She pours it from what looks like an old bottle into a glass of water, then drinks it.</p>

<p>What is it, and why does she drink it?</p>

<p>The bottle it's poured from and her drinking it can be seen briefly in this trailer.</p>

<p><div class=""youtube-embed""><div>
                <iframe width=""640px"" height=""395px"" src=""https://www.youtube.com/embed/XpICoc65uh0?start=69""></iframe>
            </div></div></p>
",80445,16-09-2017 05:51
Is it possible that Arthur Fleck is not the real Joker?,"<p><em>Joker</em> traces the origin story of Arthur Fleck, a troubled man (mentally, financially, and in several other ways) who goes into a downward spiral and emerges as a maniacal killer. My question: is Arthur Fleck the Joker we see in other Batman movies (e.g. Heath Ledger's Joker)? Nothing in the movie seems to confirm this, and - as far as I know - no Batman movie/comic book/etc gives the real name of the Joker. We see at the end of the movie that Arthur (who was introduced as Joker on Murray Franklin's show) starts some sort of movement against the elite of Gotham, and people inspired by him and his actions dress up as Jokers and riot around the city. Is it not entirely plausible that the real Joker is just someone inspired by Arthur, and not Arthur himself? </p>

<p>An example that shows that this theory is not inconsistent with other representations of the Joker: In Dark Knight, when we're first introduced to Ledger's Joker in a bank robbery scene, the other people robbing the bank with him don't seem to know much about him or his name. One of them even describes him as ""some guy who calls himself Joker"". If this Joker is indeed Arthur Fleck - who became infamous after his appearance on Murray Franklin's show - how is it that these people don't know anything about him?</p>
",104697,18-10-2019 21:17,How does the Joker (2019) fit into the established Batman timeline?,"<p>In the new Joker movie the Joker is about 45 years old (based on appearance and Joaquin Phoenix's real age).</p>

<p>In one scene in the movie it is shown how Thomas and Martha Wayne die.</p>

<p>So, given that there is an age gap of probably about 15-20 years between young Bruce Wayne and Batman, does that mean that Batman would fight a 60+ year old Joker in this universe?</p>
",104652,16-10-2019 09:09
"Why does Wonder Woman say ""goodbye brother"" to Ares?","<p>When Ares reveals himself to Diana in <em>Wonder Woman</em>, just after she finds out that her sword is powerless against him, he says ""Oh my dear child"".</p>

<p>Then, Diana tells him:</p>

<blockquote>
  <p>Goodbye brother.</p>
</blockquote>

<p>before she <a href=""https://movies.stackexchange.com/questions/78023/did-wonder-woman-kill-ares"">kills him</a>.</p>

<p>Why did she say that?</p>
",104746,21-10-2019 19:45,Was Hippolyta telling the truth about Diana's origin?,"<p>At the start of <em>Wonder Woman</em>, we see Diana's ""mother"", Hippolyta, tell Diana that she was made out of clay and given life by Zeus. This is repeated by Diana at least once.</p>

<p>We later learn;</p>

<blockquote class=""spoiler"">
  <p> That Diana herself, rather than the sword she wields, is the Godkiller, the weapon designed to defeat Ares. At this point, she starts calling Ares her brother.</p>
</blockquote>

<p>Because of this, I began to assume that Hippolyta had lied, and that Zeus was actually her natural father and Hippolyta her natural mother. However, as a friend pointed out later, the film never explicitly confirms this - the ""twist"" still works if she's still made from clay, which was the origin of Diana in the comics for a very long time.</p>

<p>Is there any evidence in the film itself, or any statement been made from the people who worked on <em>Wonder Woman</em>, that definitely answers the question of ""Is Diana Prince the natural born daughter of Zeus and Hippolyta, or was she really made from clay and bought to life""?</p>
",74417,07-06-2017 11:03
Who poisoned Brock in Breaking Bad?,"<p>It's very un-certain in S04E12 (End Time) who poisoned Brock. Was it Walt or Gus who poisoned him? How was he even poisoned?</p>

<ul>
<li><p>If Gus poisoned Brock then he'd get Jesse to kill Walt.</p></li>
<li><p>If Walt poisoned Brock then he'd get Jesse to turn against Gus.</p></li>
</ul>
",104987,08-11-2019 02:08,How did Walter White poison that character?,"<p>I've seen Breaking Bad complete series 2-3 times, but I never found out how Walter White was able to poison Brock.</p>

<p>I mean did he himself directly feed the Valley of the Lilly berries to Brock or did he let Saul do the work? I can't figure it out.</p>
",73867,29-05-2017 05:10
"Could the Bruce Lee scene in ""Once Upon a Time in Hollywood"" have been imagined?","<p>The infamous Bruce Lee scene with Cliff Booth is framed as a thought sequence as Cliff is fixing a roof antenna. Although presumably the scene was a flashback, the framing actually makes it indiscernible from an <em>imagined scene</em> i.e. a daydream.</p>

<p>The way I interpreted the scene was not ""this is what I remember happening,"" but rather ""this is what would probably would happen if I went back to working on movie sets, and it's why I'm fixing roof antennae instead of being on sets."" </p>

<p>This certainly fits better with the hyper-unrealistic portrayal of Bruce Lee, since it's a hypothetical sequence. </p>

<p>My question is what, from the movie only (not Tarantino interviews or anything off-screen), indicates that this sequence was actually a flashback and not a dream sequence?</p>

<p>n.b. The scene directly preceding explains that Cliff would have trouble landing a job with this particular movie director for some reason. There are two interpretations of this with the Bruce Lee scene in context. One interpretation is ""it's unlikely I would get that job because I dented the car sparring with Bruce Lee"" while another is ""it's unlikely I would get that job because if I did, I would probably do something like dent his car sparring with Bruce Lee."" I don't feel that the movie definitively states which is the right interpretation.</p>
",104993,08-11-2019 12:02,Is this scene true or a daydream?,"<p>In Once Upon a Time in Hollywood, there is a segment where Cliff goes to the set, gets the job and eventually fights Bruce Lee, which makes him get fired.  </p>

<p>After that, he is shown fixing the antenna, and says something like ""Yeah, I deserved that"". Did he actually went to the set, or was it simply a daydream?</p>
",103028,04-09-2019 14:40
