Sentence1,Sentence2,Gold Label,is_sts
Confidence interval of the proportion in case of 0,Confidence interval around binomial estimate of 0 or 1,1,0
How to describe the support of a joint transformation,Any other way to calculate range of transformed variable?,1,0
Do I need to select features for XGBoost,Does feature selection help improve the performance of machine learning?,0,0
Question about using MCMC to estimate posterior probability from a random sequence?,Why is it necessary to sample from the posterior distribution if we already KNOW the posterior distribution?,1,0
What is the differnce between simulation and estimation in bayesian statistics?,Why is it necessary to sample from the posterior distribution if we already KNOW the posterior distribution?,1,0
"Expectation of any function of X, a nonnegative integer valued random variable",Expectation of a function of a random variable from CDF,1,0
sample space for a feature in machine learning,"What is meant by a ""random variable""?",0,0
Difference between one-hot-encoding vs. building separate model for each category,Separate Models vs Flags in the same model,0,0
How to derive this inverse standard deviation error bound for binomial random variable?,How to derive this MAE error bound on the central limit theorem?,1,0
Why does the Causal Impact Analysis uses Bayesian Structural Time Series Model?,Why isn't causal inference a simple specialized regression problem?,0,0
What are the best metrics to evaluate a multiclass classification model?,Why is accuracy not the best measure for assessing classification models?,1,0
Distribution of the dot product between random unit vectors,Distribution of scalar products of two random unit vectors in $D$ dimensions,1,0
Covariance between estimates of slope and intercept,How to derive variance-covariance matrix of coefficients in linear regression,0,0
Scaling separately in train and test set?,Perform feature normalization before or within model validation?,0,0
Can someone please tell me what's the use of confusion matrix?,How can I interpret a confusion matrix,0,0
Can the t-test be used to test the difference between percentiles of 2 samples?,What statistical test allows comparison of the 3rd quartiles between groups?,1,0
Proof of NOT initialization of weights to zero,Actual impact of W=0 in a neural network,0,0
Why do we only look at the sample from MCMC? (And ignore the sample points' posterior probabilities?),"When approximating a posterior using MCMC, why don't we save the posterior probabilities but use the parameter value frequencies afterwards?",1,0
Best Feature Selection Algorithm for Multiple Linear Regression,Multiple regression with more than 20 predictors,0,0
Are the confidence intervals and p-value for this risk consistent?,Fisher's exact test: 95% CI or p-value,0,0
Data consisting of 110 samples and bach size of 10,Why do neural network researchers care about epochs?,0,0
Is a sum of two binomial distributions with different $p$ also binomial?,How can I calculate the probability for multiple trials with different probabilities?,1,0
machine learning and neural network - hidden layers,Number of hidden units - function approximation,1,0
How cost function of Logistic Regression is derived?,the relationship between maximizing the likelihood and minimizing the cross-entropy,0,0
Difference between W_T*X of Logistic regression and Linear regression,Why is logistic regression a linear classifier?,0,0
Density of square root of sum of squared independent uniform random variables,Expected minimum distance from a point with varying density,0,0
How do I show this equation involving the Gaussian pdf?,completing the square for Gaussian multivariate estimation,1,0
Why not to initialize a neural network's weights to zero?,Danger of setting all initial weights to zero in Backpropagation,1,0
Correlation of beta coefficients from linear regression,How to derive variance-covariance matrix of coefficients in linear regression,1,0
Question about correlation between Y=A*B Vs B,Does correlation between variables in an interaction matter?,1,0
Question on a statistics symbol used in describing uniform distribution / likelihood function,What does 1 with an inequality in the subscript mean?,0,0
Can a variable become significant when adding new variables to a regression?,How can adding a 2nd IV make the 1st IV significant?,1,0
Metric to measure distance between two percentage values,Transforming proportion data: when arcsin square root is not enough,0,0
Log loss when classes are -1 and +1,Why there are two different logistic loss formulation / notations?,1,0
Why is my Tensorflow training and validation accuracy and loss exactly the same and unchanging?,What should I do when my neural network doesn't learn?,0,0
Comparing two groups with big gap in sample sizes?,Independent samples t-test with unequal sample sizes,1,0
Is my NN underfitting? If yes how should I improve it?,What should I do when my neural network doesn't generalize well?,1,0
How to find the k value for K-Means clustering using scikit in python?,How to decide on the correct number of clusters?,1,0
How do Variational Auto Encoders backprop past the sampling step,How does the reparameterization trick for VAEs work and why is it important?,1,0
Force a polynomial fit to pass through zero intercept,"Perform linear regression, but force solution to go through some particular data points",1,0
ANN resulted in less than 0.4 R-squared value. Is my methodology correct?,What should I do when my neural network doesn't generalize well?,0,0
what is `offset` in the R function irls()?,When to use an offset in a Poisson regression?,0,0
What to choose for null hypothesis and alternate hypothesis?,What is the meaning of p values and t values in statistical tests?,1,0
Why penalized logistic regression doesn't provide Z value like in glm?,Testing for coefficients significance in Lasso logistic regression,1,0
Can I do a factorial ANOVA on non-normal data?,Normality of dependent variable = normality of residuals?,0,0
Testing the sum of coefficients in regression analysis in R,Is it possible to to test for significance functions of regression coefficients in multiple regression,1,0
Why is bias term not included in Regularization (Regression/Classification)?,No regularisation term for bias unit in neural network,1,0
What's the most common type of PCA for exclusively ordinal data?,Is there Factor analysis or PCA for ordinal or binary data?,1,0
How much can I get from only one datapoint?,What can we say about population mean from a sample size of 1?,1,0
Area under a guassian with two known points using error function,How are the Error Function and Standard Normal distribution function related?,0,0
Where do the values for t tables come from?,How to approximate the student-t CDF at a point without the hypergeometric function?,0,0
Is a covariance matrix defined through a Gaussian covariance function always positive-definite?,How to prove that the radial basis function is a kernel?,1,0
Cross Validation in an Imbalanced data set,When is unbalanced data really a problem in Machine Learning?,1,0
"If overfitting occurs, what should i focus more?",What should I do when my neural network doesn't generalize well?,0,0
How to identify which variables are collinear in a singular regression matrix?,Testing for linear dependence among the columns of a matrix,0,0
"What does ""A realization of independent copies""?",Sample space for mixture of two Normal distributions,0,0
StandardScaler to whole training dataset or to individual folds for Cross Validation,"Combining PCA, feature scaling, and cross-validation without training-test data leakage",0,0
R - Data Simulation with Multiple Random Slopes,R - Data Simulation with Multiple Random Slopes,1,0
"How to check whether the missing data is MCAR, MAR, or MNAR?","How to decide whether missing values are MAR, MCAR, or MNAR",1,0
Do I need to refit the whole training set after cross-validation?,Training on the full dataset after cross-validation?,1,0
Closed-form likelihood. Why to use Bayesian parameter estimation instead of maximum likelihood?,Why would someone use a Bayesian approach with a 'noninformative' improper prior instead of the classical approach?,1,0
Monte carlo upsamling for imbalanced data to balance the class before Machine learning algorithm,Is up- or down-sampling imbalanced data actually that effective? Why?,1,0
Maximum likelihood of a neural network vs crossentropy loss,the relationship between maximizing the likelihood and minimizing the cross-entropy,0,0
Is there a central limit theorem for random variables with a bounded interval?,How can the central limit theorem hold for distributions which have limits on the random variable?,1,0
Are the two definitions of a sufficient statistic equivalent?,Is there a difference between Bayesian and Classical sufficiency?,0,0
What is bias in linear regression using NN,Understanding how many biases are there in a neural network?,0,0
How to define a skewed distribution using mode and two inflection points?,How to define a skewed normal distribution using mode and two points?,1,0
How to define a skewed Gaussian distribution using mode and two points?,How to define a skewed normal distribution using mode and two points?,1,0
Equivalent of R-squared in Generalized Linear Model Regression Results?,How to calculate goodness of fit in glm (R),1,0
Why maximum likelihood estimation is different in a logistic regression classifier?,"What is happening here, when I use squared loss in logistic regression setting?",1,0
Interpretation of regression coefficients after power transform (possibily with polynomial transform and PCA),How to interpret regression coefficients when response was transformed by the 4th root?,1,0
Why binary crossentropy can be used as the loss function in autoencoders?,Why is binary cross entropy (or log loss) used in autoencoders for non-binary data,1,0
SSD MobileNet v1 loss not converging bounding boxes all over the place,What should I do when my neural network doesn't generalize well?,0,0
When to admit that your target cannot be predicted?,How to know that your machine learning problem is hopeless?,1,0
Can we directly use the likelihood function for Bayesian inference?,Likelihood vs conditional distribution for Bayesian analysis,1,0
Neural network from scratch: only predicts training inputs correctly,What should I do when my neural network doesn't generalize well?,0,0
Is curse of dimensionality more harmful for distance based models?,Why is Euclidean distance not a good metric in high dimensions?,0,0
Why can $R^2$ negative in linear regression -- interview question,How can the MSE of predictions be greater than the variance of the response variable?,0,0
Normalization of input parameters before model fitting,standardising non normally distributed predictors for regression,0,0
How to randomly shuffle tiny spheres inside a big sphere?,Generating uniform points inside an $m$-dimensional ball,0,0
Does cross-validation work for this type of modelling time-series,How is Hyndman's explanation of proper Time Series Cross Validation different from Leave-One-Out?,0,0
How can a sequence of random variables converges in probability to a constant?,Intuitive explanation of convergence in distribution and convergence in probability,1,0
Is pairwise distance matrix useful to k-means?,Why does k-means clustering algorithm use only Euclidean distance metric?,0,0
Covariance of a nxm matrix with n<m is not positive semidefinite?,Why is a sample covariance matrix singular when sample size is less than number of variables?,1,0
How long do I have to stay outside of the Schengen Area?,Is it safe to travel in Japan considering the nuclear situation?,1,0
How many phones can we take on a plane?,How many smartphones can I take on an airplane?,1,0
Type of Visa for attending a conference in Norway,Attending an academic conference is what type of travel?,1,0
Can I fly to (board) Turkey without passport?,"Flying to, but not entering, Turkey without passport",1,0
Aussie visiting and re-visiting the UK visa-free,UK Visitor Visa: Required Time or Interval Between Visits?,0,0
Can I use a visa which I obtained for a conference and which didn't use it for a vist now to Canada?,Can I use B1 visa (Visitor-Business) to travel to the Canada without a business purpose?,1,0
Do I need a visa to visit the UK if I have Italian residence?,Can I visit the UK with an EU permanent residence card?,1,0
Can I get a Malaysian visa if I have a departure ticket from Kuala Lumpur instead of a round-trip ticket?,Do I need a bus/train/plane ticket out of Thailand in order to get a Visa-on-Arrival?,1,0
"Can I buy, insure and register a car as a foreigner in Nevada in 1 day?",How to buy a car for a road trip in the United States?,1,0
Schengen Visa four years- 90 days stay,How does the Schengen 90/180 rule work?,0,0
Do I have to inform the hotel about my lateness for check in?,What constitutes a late check-in for a hotel and should I inform them about my late arrival?,1,0
Does a South African citizen with a UK visa need a transit visa for Amsterdam?,Do I need a visa to transit (or layover) in the Schengen area?,1,0
Can I bring a cheese plane in carry-on?,Carry on cheese grater on domestic U.S. flight?,0,0
Is it okay to stay an extra day than my Schengen visa validity if I pass through immigration before midnight?,Can I take a flight that departs after midnight of the day my Schengen visa expires?,1,0
"If my British boyfriend visits me in the US for a month this December, how long could he stay in the summer?",How soon can I re-enter the USA having stayed for 90 days under the Visa Waiver Program?,1,0
"ESTA return, does the “clock� reset when travelling across Panama - Cuba?",Does flying to Panama from the US reset the ESTA time counter?,1,0
What is the weight limit of a large cabin baggage on WizzAir?,What is the limit of cabin baggage on Wizz Air flights?,1,0
Do Indian citizens need a transit visa to connect in Rome (Fiumicino airport)?,Do I need a visa to transit (or layover) in the Schengen area?,1,0
Is this request for proof of funds for Russian citizen legitimate?,Large cash requirement (2700 USD) for Russian citizens to fly to the US?,1,0
Is it possible to cross the border at Wagah with a private car?,Is it possible to cross the Wagan border by car?,1,0
Does a US permanent resident need a tourist visa to visit Mexico?,Is a passport needed when flying within Mexico as a U.S permanent resident?,1,0
Can I enter the UK prior to the start of my student visa?,Can I travel to the UK one day before my visa starts?,1,0
I want to travel the US with ESTA a lot of times,ESTA controls when travelling within two states in the US,1,0
"Visit Visa Refused for Mum, Wrong Decision, terrible wording. Pls help",UK visa refusal on V 4.2 a + c (and sometimes 'e'),0,0
Do airlines raise the ticket price as flights fill up,Flight tickets: buy two weeks before even during holiday seasons?,0,0
Do I need visa to either transit or leave the airport during a long layover in Zurich?,Do I need a visa to transit (or layover) in the Schengen area?,1,0
does a child under 2 need a passport for a Mexican domestic flight?,What documentation does a Mexican citizen need to fly domestically within Mexico?,1,0
Why do hotel rooms often have no central light?,Why don't American hotels have ceiling lights?,1,0
My US visa has been stamped over by the immigration officer. Would this cause any issues?,Unusual placing of a second impression of a USA visa immigration stamp. Does it mean anything?,1,0
Do I need an ESTA for a connecting flight to Mexico?,Do I need a US visa to transit (or layover) through an American airport?,1,0
Traveling with expired passport and Visa in same country,ESTA controls when travelling within two states in the US,0,0
Can a Pakistani with valid Saudi Resident Card travel to Georgia?,How to visit Georgia as a Pakistani citizen?,1,0
What visa do I need for a stopover in Amsterdam?,Do I need a visa to transit (or layover) in the Schengen area?,1,0
Resetting ESTA by flying to Dominican Republic,"Esta return, can I reset the ""clock"" by visiting the Bahamas?",0,0
Travelling to India from US via Germany; do I need a transit visa?,Do I need a visa to transit (or layover) in the Schengen area?,1,0
US visa refuse twice under section 214(b),Why my U.S. B1 Visa got refused under 214 (b)?,0,0
What are the documents necessary for a 15 year-old Nepalese to travel to India?,Documents required by Indian citizens wishing to travel to Nepal,1,0
Travelling to Germany with passport and 6 month rule,Does Germany enforce a six month passport rule?,1,0
Schengen tourist visa right after student visa expires (South Korean passport holder),How to switch from Resident visa to Tourist visa status in the Schengen area?,1,0
Can Australians travel in certain Schengen countries for 90 days each?,Which Schengen countries have bilateral agreements which ignore the standard 90/180 rule?,1,0
UK Standard Visitor visa: Do I need to present bank statements if my employer is supporting my trip?,Should I submit bank statements when applying for a UK Visa? What do they say about me?,1,0
Tipping in the US when paying in advance,How much to tip in the United States?,1,0
Canceled my flight to Miami and go to a different location in the U.S. does my ESTA work?,Do I need to change my ESTA address when visiting the US?,1,0
How can a non-EU citizen living in the UK invite their friend to visit them?,Do I need to provide any documents for my friend's UK visa application?,1,0
Does it make sense to have a trip to Florida?,Is it safe to travel to Miami Beach shortly after hurricane Irma?,1,0
UK Business (Creative - 06 months) Super Priority Visa Refusal,UK visa refusal on V 4.2 a + c (and sometimes 'e'),0,0
Do South Africans need either a UK or Irish visa to travel to Ireland via the UK,Do I need a UK transit visa when flying to Ireland through the UK?,1,0
How to get from CDG T1 to CDG T2D on a short layover,Time between connecting flights (separate tickets) at CDG,0,0
Will a Liechtenstein stamp really get me denied entrance to Finland?,Are there consequences to stamps in my passport that are not from border control?,0,0
Renew a German visa without having used the previous visa,Is it possible to extend a tourist Schengen visa (12 more days)?,1,0
Non-EEA family member visiting UK for work?,Can a US Citizen work whilst travelling in UK?,0,0
UK standard visit visa refused under V4.2 a) and c) & V4.3 a) and c),UK visa refusal on V 4.2 a + c (and sometimes 'e'),1,0
Are there pre-paid SIM cards in Canada with big data offerings?,How can I find the cheapest prepaid SIM card for a given country?,0,0
Does the Greek Type D visa let me enter any Schengen country?,Can I visit other Schengen countries on a long-term Schengen visa or residency permit?,1,0
Bring coca leaves from South America to Europe,Is bringing tea from coca leaves to Europe illegal?,1,0
I have two passports/nationalities. How do I use them at a land border?,I have two passports/nationalities. How do I use them when I travel?,1,0
Does one need to clear immigration when crossing only international waters and returning to the same country?,Do you go through customs when returning to your country if you never entered any others (by sea)?,1,0
Can I use a Canada visa in a cancelled passport?,Can I travel to Canada with valid visa on old/expired passport?,1,0
Iran Visa Issue: U.S. - Mexico Dual National Residing in EU,I have two passports/nationalities. How do I use them when I travel?,0,0
How can I improve my UK visitor visa application after one time refusal?,UK visa refusal on V 4.2 a + c (and sometimes 'e'),1,0
Visitor visa refusal. What are the chances of reapplying?,UK visa refusal on V 4.2 a + c (and sometimes 'e'),0,0
I need help regarding travel to Lisbon from Pakistan,Do I need a visa to transit (or layover) in the Schengen area?,1,0
Extend Schengen visa to go to the UK for a short stay,Is it possible to extend a tourist Schengen visa (12 more days)?,1,0
Best prepaid SIM card to call Nigeria from Canada,How can I find the cheapest prepaid SIM card for a given country?,1,0
UK family visit visa refused because I have more family in the UK than in my home country,UK visa refusal on V 4.2 a + c (and sometimes 'e'),1,0
How to convince immigration officers on accommodation while on a travel trip availing couchsurfing?,Can I use CouchSurfing as as proof of accommodation for a Schengen visa?,1,0
Valid US visa in expired South African passport,Valid US visa on expired passport. Can I travel to the US?,1,0
Do you need a visa for layover in US if you’re a Canadian permanent resident?,Do I need a US visa to transit (or layover) through an American airport?,1,0
Entering Schengen zone as a tourist before my working permit starts (Sweden),How to switch from Tourist visa to Resident visa status in the Schengen area?,0,0
Can I travel on a UK visit visa's start date?,Tier 4 visa start date or UK Immigration law?,1,0
Is it possible to have two Schengen visas with overlapping dates?,How do I cancel a Schengen tourist visa?,0,0
How do I apply for a visa for my elder sister to care for me after my surgery?,Should I submit bank statements when applying for a UK Visa? What do they say about me?,1,0
US citizen born in Mexico. Do I need a Mexico passport to travel to Mexico by plane?,Do dual American and Mexican citizens need passports to travel between the US and Mexico?,1,0
Autograph on passport visa page. Can I travel to the US?,Will doodling on my passport make it invalid?,1,0
Is there a realtime train position and timetabling tool for Deutsche Bahn trains?,"Where can I find out where trains are at the moment, with a map or otherwise?",0,0
Visit visa for the UK. Currently unemployed but I have sufficient bank balance,UK visa refusal on V 4.2 a + c (and sometimes 'e'),0,0
Does a Ugandan need a visa to transit in Armsterdam?,Do I need a visa to transit (or layover) in the Schengen area?,1,0
Driving across America as a UK driver. What specific rules do I need to know?,What regulations should a European driver know when driving in the US?,1,0
Why can you check in to a flight the previous day?,What is the purpose of check-in before flying?,0,0
Tourist visa to the US but work for foreign country?,Can I travel to the USA while working remotely for my non-US employer?,1,0
What does this stamp TAG 46 471 mean?,What does this pen notation in my UK entry stamp mean?,1,0
Mention of employer on Schengen business visa,Schengen visa category required for job interview,1,0
How do I get a US visa while on a student visa in Canada?,"Indian passport holder with Canada student visa, want to visit USA as a tourist",1,0
How can you maximise your chance of an upgrade on a long haul flight?,"What techniques, tricks or otherwise have you used to get upgrades on flights?",1,0
Do I need a Canadian transit visa for Connecting flight through Canada ?,Is there a way to find out if I need a transit visa for Canada?,1,0
Travelling to Vietnam: how to find a local friend or travel companion?,"Is there an online community to find travel partners (for mountains, sightseeing etc.)?",1,0
Can I change hotel after getting a Schengen visa?,Can I change my itinerary and hotel reservation after getting a Schengen visa?,1,0
Reusing an ESTA with different travel information,Updating ESTA details for second visit to USA,0,0
Can my Korean wife visit me before we apply for her spousal visa later?,Can my wife visit me in the UK before we apply for a Spouse Visa?,1,0
UK visa refusal because of my economic ties in the Philippines,UK visa refusal on V 4.2 a + c (and sometimes 'e'),1,0
Can I lean the seat backwards in a bus when a person behind me complains about it?,How to prevent the passenger in front of you from reclining without notice?,1,0
Travel in the Schengen area with a residence permit but no passport,What to do if you need to fly in the Schengen area and lose your ID card?,1,0
Do I need a Kuwait transit visa as an Indian national?,Do I require transit visa for Kuwait,1,0
"Landing card, transit visa in Kuala Lumpur",Do I need a transit visa in Kuala Lumpur?,1,0
Can I use a multiple-entry Schengen visa for business and tourism?,Can I use my Schengen business visa for a holiday?,1,0
How do I answer these financial questions on UK visa form?,What do the financial questions for a Standard Visitor visa application really mean?,1,0
Do US citizens need a China transit visa?,Which countries require a 24-hour transit visa in China?,1,0
"If someone from Russia is leaving to visit the US, do they need plane tickets before they get a visa?",My online friend is asking for money in order to visit my home country. Is this a legit request or a scam?,1,0
Adding a passenger to a flight booking made with Wizzair Discount,Can the Wizzair Discount Club membership holder's companion travel without the holder himself?,1,0
Can I fly from NY to Las Vegas if I’m out of status?,"Expired visa, can I still fly inside the US without risk?",1,0
Dual citizen without a valid US passport,Can a US citizen leave and enter the US using a foreign passport?,1,0
How do I apply for a UK standard visit visa for a 2-year-old child?,How should a family with young children apply for UK visas?,1,0
I was banned from the US for giving false information. For how long am I banned?,Is the ban on applying for a US visa after marriage fraud a lifetime ban or 10 years?,1,0
"Traveling from Phoenix, AZ to Mexicali to Guadalajara",What documents does a US citizen need to visit Mexico?,0,0
My UK standard visit visa application was refused for lack of intention to leave the country,UK visa refusal on V 4.2 a + c (and sometimes 'e'),1,0
Traveling between Canada and China using two passports,I have two passports/nationalities. How do I use them when I travel?,0,0
Will I be allowed to go to Mexico without a visa if I hold a British and a Schengen visa?,Do Indian passport holders with UK Tier 2 need to get a tourist visa for Mexico?,1,0
What are my chances of getting a tourist visa to Croatia after 3 successive rejections?,I have been denied a visa several times in a row. How does one deal with such serial refusals?,1,0
"After arriving at JFK on an international flight, what happens with my through-checked baggage?",What is the customs process upon flying into the United States?,0,0
Can anyone provide my the sample cover letter or can assist my what and how to write cover letter?,What details should a good cover letter contain to back up a UK Visit Visa application?,1,0
Can I travel directly to Croatia on an unused single-entry Schengen visa?,Can I enter Croatia with single entry visa Schengen?,1,0
How to get BIVS endorsement on an Irish visa?,How does the British-Irish Visa Scheme (BIVS) work?,0,0
"UK passport expiring, can I use US passport instead if resident in UK?","Travelling to UK as a dual-national, when your British Passport has expired?",0,0
"If I have no last name, can I travel on tickets booked with ""00"" as a last name?",No Surname in indian passport and given name is considered as last name in E ticket for an international flight,1,0
Which application do I complete for a UK visitor visa for an 8-year old child?,How should a family with young children apply for UK visas?,1,0
What date do I need to leave Europe?,How to calculate stays against 90/180 visa rules?,0,0
Driving with a rental car from Larnaca to Northern Cyprus,Is the border between Cyprus and North Cyprus an issue for a casual tourist?,1,0
Do I need a visa to enter Georgia?,Do I need a visa for Georgia?,1,0
How to get cash in Europe (ATM cards and taking cash) coming from United States,"When traveling to a country with a different currency, how should you take your money?",0,0
Can I use fixed deposit to prove ties to home country?,Visa Documentation to support 'Intent to Return Home' as a retired person,0,0
How to pay a traffic fine received in Norway?,How to pay a Norwegian customs penalty fine from abroad,1,0
Is estapro.org a legitimate agent for ESTA applications?,Official ESTA application website and are the others scams?,0,0
Do I need a visa for the UK?,Can I visit UK with Italian stay permit?,0,0
Switching jobs after a Schengen visa application,Do Schengen visa officers check employment status for all applicants?,1,0
Refusal of a visit visa for a resident of Saudi Arabia,UK visa refusal on V 4.2 a + c (and sometimes 'e'),1,0
Is a UK visa issued to a person or passport?,Applying for UK tourist visa and travelling with documents in my maiden name?,1,0
"Hotel doesn't say ""No Visitors,"" but reviews do. What should I do?",Can a hotel kick you out if you let an unregistered guest share a room with you?,0,0
Russian with Netherlands residency; is a visa needed for UK holiday?,Can I visit the UK with an EU permanent residence card?,1,0
"After a 18 month J1 visa, can I come back to the US with ESTA and stay 3 months?","I had a J1 trainee visa, can I go to Canada and come back with an ESTA?",1,0
Can I enter a country using just my seaman's book?,"What is a Seaman's book, and can it really replace a passport?",0,0
How can I get from Gatwick to Heathrow by bus?,Best and fastest transportation from Gatwick to Heathrow airport,1,0
The procedure of tipping in the US,What is the tipping process in restaurants in the US?,1,0
Adding luggage during a layover without exiting the secure area,Checking in a new bag during a layover,1,0
What can I do if my Schengen visa isn't issued by my departure date?,What are the options when a Schengen visa application is in processing after the proposed travel date?,1,0
Can I travel from Serbia to Budapest with just my Czech Republic ID?,Can I travel with just my Czech Republic ID card from Serbia to Budapest?,1,0
I have a valid H1-B visa. I am going to India from the US via Heathrow. Do I need a UK transit visa?,Is there a way to find out if I need a transit visa for a layover in the UK?,1,0
How to search for hotels online for a room with more than one bathroom?,How to find hotels filtered by a specific keyword?,1,0
Travel to Cuba from LA for non US residents,European citizen visiting Cuba while in US?,0,0
Do I need a transit visa for UK while flying via Stansted to Ireland?,Do I need a UK transit visa when flying to Ireland through the UK?,1,0
How often can a B1/B2 VISA holder visit the USA?,"As a Canadian citizen, how often can I visit the US?",1,0
Can I travel to Italy on UK-issued refugee document?,Does a UK refugee passport holder need a visa to enter France?,1,0
Applying for a UK visa from a Schengen country as non-resident,Is it possible to apply for a UK visa without being a local resident?,1,0
Schengen visa for month with 15 days of maximum stay,"Should I follow what was mentioned in the “duration of stay� or in the ""validity of the visa""?",0,0
What documents are required to cross the Canada-US border by sea or land,Do I need an ESTA to enter the US with the Victoria Clipper ferry?,1,0
From Norway to other Schengen countries with a single visiting visa,Visiting Italy or Germany with a Schengen (Sweden) Type C single entry visa,1,0
Can I check in at a later destination?,Not flying the first leg of the journey – Company cancels the second-leg ticket,0,0
Washington DC to London through Iceland - Do Indian passport holders need Transit visa?,Do I need a visa to transit (or layover) in the Schengen area?,1,0
how to reach from terminal 2 to terminal 1 in Mumbai airport,How to transfer between International T2 to Domestic 1B terminals in Mumbai?,1,0
What are the available transportation modes from Paris (Opera) to CDG?,What are the options for traveling to the airports in Paris?,1,0
travel from Dublin airport to Direct Ferries Terminal,Getting from Dublin Airport to Dublin Ferryport by public transport?,1,0
Can I apply for a Schengen visa from a country in which I'm a student but not a resident?,Can a person residing in Singapore on a 5-month Employment Pass apply for a Schengen visa?,1,0
Can I re-enter the US from Mexico with just a learner driving permit?,What documents to show if I'm a US citizen with no US passport to re-enter the US?,1,0
How to change a Schengen visa with single entry valid for only 15 days?,Is it possible to extend a tourist Schengen visa (12 more days)?,1,0
How often do Spirit $9 Fares get posted?,Is Spirit Airlines's $9 Fare Club worth it?,1,0
Can i leave airport on Schengen visa for long layover?,Do I need a visa to transit (or layover) in the Schengen area?,1,0
Is leaving at 21:55 on the day before a B-1 visa expires considered overstaying?,Is it acceptable to leave USA on the 90th day of a stay?,1,0
What is the weather like in south of Tenerife in early December?,Is there a website with historical temperatures and weather data?,0,0
"When my visa expires in Germany, can I still be a tourist for 90 days?",How to switch from Resident visa to Tourist visa status in the Schengen area?,1,0
"After that Visa expired, re-entering US with ESTA to take a flight back to Europe","I had a J1 trainee visa, can I go to Canada and come back with an ESTA?",1,0
Do I need a UK Transit Visa to go back to Peru when I change of Airports in the UK?,Is there a way to find out if I need a transit visa for a layover in the UK?,1,0
I've waiting list ticket with status: WL3. Will it get confirmed or not?,Indian Trains Wait List - will I get a seat?,0,0
Can I (Turkish ) travel to Europe with my husband (British) without a Schengen Visa?,Can I leave the Schengen Area (and come back) while my non-eea spouse resident card application is being processed?,1,0
Do I need a working visa to stay in the US but work for a company in Europe?,Can I travel to the USA while working remotely for my non-US employer?,1,0
Do I Need a Visa for changing the airports in Turkey?,Do I need a Turkey transit visa for a layover?,1,0
Can I get into Montenegro with a 34 day validity multiple-entry Schengen visa?,Which are the non Schengen countries that allow entry for Schengen visa holders?,0,0
Looking for search-engine with flexible dates and single airline operated for layovers.,"How can I do a ""broad"" search for flights?",0,0
Search engines for cheapest flight to a specific location from anywhere?,Flight Search from anywhere to a specific destination,1,0
Do I need transit visa for my direct flight that stops in the UK?,Is there a way to find out if I need a transit visa for a layover in the UK?,1,0
Cheapest way from Belgium(Europe) to Egypt? (flight or ferry),Are there any ferries from Europe to Egypt?,1,0
New requirements for Americans traveling to Cuba,How do I get a tourist visa/card for Cuba?,0,0
Do I need a transit visa for Paris en route to Canada?,Do I need a visa to transit (or layover) in the Schengen area?,1,0
Duration of stay one day shorter than the validity period,How to calculate the number of days one can stay in the Schengen area?,1,0
Is it safe to pull out the purchase record stapled in my passport?,Can I remove receipts from imported products from my passport?,1,0
Can I use Ryanair Online Check-in with a permanent resident card?,How to fly with Ryanair as a non-EU citizen?,1,0
Entering for the third time in US under ESTA/VWP after two 90 days stays,How soon can I re-enter the USA having stayed for 90 days under the Visa Waiver Program?,1,0
Will i be granted ESTA after getting rejected thrice on different nationality?,My ESTA approval if I have previously had a B1 refusal,0,0
Can a child enter the UK with his older brother even though his brother is not the person listed to accompany him on his visa?,"I am a minor with a UK Accompanied visa. Will I be allowed to travel without my parent, who is already in the UK?",1,0
Can still enter the UK using my indefinite leave to remain status although the immigration officer stamped my passport with a Leave to enter,Immigration officer placed a standard Leave to Enter stamp when I have Indefinite Leave to Remain. What do I do?,1,0
Did the services at USCIS for UK visa resumed?,Did USCIS resume its biometric service for UK visa?,1,0
Traveling Asia & need to switch to my other passport,I have two passports/nationalities. How do I use them when I travel?,0,0
Where can I exchange Canadian loonies and toonies for USD in the US?,How do I get money back for my foreign coins?,1,0
UK Standard application - need to send documents - can I purchase the return label from UPS store?,UK Standard Visitor Visa from USA - What type of Return Shipping label should be purchased,1,0
Can I register my exit from Italy when traveling to San Marino?,"How to prove one has spent time in the non-Schengen European microstates, in order to pause the Schengen clock?",0,0
Removing my name from Indian immigration blacklist,How can I remove myself from India's visa blacklist?,0,0
Is it possible to climb Mt. Fuji in November?,Hiking Mount Fuji in the off season,1,0
Can I travel to Hungary visa-free with a US refugee travel document?,Travelling through the Schengen area with a Refugee Travel Document issued by the USA,1,0
Sources of information about flight times and delays,Historical flight data outside of the USA?,1,0
Do Indian citizens need a transit visa for Malaysia?,Do I need a transit visa for Malaysia?,1,0
Bulgaria visa type c number entries 2,"With a double-entry Bulgarian visa, can we go to Romania first?",0,0
Am I affected by the travel ban - getting a US visa for Syrian citizens?,Can a Syrian citizen get a US visa? (regarding the travel ban),1,0
Dual Citizenship - What Passport Do I Show Entering and Exiting Switzerland?,I have two passports/nationalities. How do I use them when I travel?,0,0
Do i have to pay customs on a year old desktop computer while travelling to india from usa,How much electronics and other valuables can I bring duty-free when going to India?,0,0
"UK Customs or TSA removed my TSA lock but didn't leave a note or return the lock, what can I do?",TSA broke a lock for which they have a master key. How can I claim compensation?,1,0
Is homemade jam permitted across US-Canada border?,How much marmelade can I bring into the US?,0,0
